Date/Time,Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 10/06  21:00:00,16772092.40304857,0.0,16772092.40304857 
 10/06  22:00:00,14989427.405195989,0.0,14989427.405195989 
 10/06  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/06  24:00:00,17742654.45740009,0.0,17742654.457400085 
 10/07  01:00:00,13999057.961957103,0.0,13999057.961957103 
 10/07  02:00:00,13999057.961957103,0.0,13999057.961957103 
 10/07  03:00:00,13999057.961957103,0.0,13999057.961957103 
 10/07  04:00:00,13999057.961957103,0.0,13999057.961957103 
 10/07  05:00:00,13999057.961957103,0.0,13999057.961957103 
 10/07  06:00:00,13018657.961957103,0.0,13018657.961957103 
 10/07  07:00:00,8116657.961957103,0.0,8116657.961957103 
 10/07  08:00:00,8116657.961957103,0.0,8116657.961957103 
 10/07  09:00:00,8116657.961957103,0.0,8116657.961957103 
 10/07  10:00:00,8116657.961957103,0.0,8116657.961957104 
 10/07  11:00:00,8116657.961957103,0.0,8116657.961957104 
 10/07  12:00:00,8116657.961957103,0.0,8116657.961957104 
 10/07  13:00:00,8116657.961957103,0.0,8116657.961957104 
 10/07  14:00:00,8116657.961957103,0.0,8116657.961957104 
 10/07  15:00:00,8116657.961957103,0.0,8116657.961957104 
 10/07  16:00:00,8116657.961957103,0.0,8116657.961957104 
 10/07  17:00:00,8116657.961957103,0.0,8116657.961957104 
 10/07  18:00:00,12038257.961957103,0.0,12038257.961957103 
 10/07  19:00:00,13999057.961957103,0.0,13999057.961957103 
 10/07  20:00:00,13999057.961957103,0.0,13999057.961957103 
 10/07  21:00:00,13999057.961957103,0.0,13999057.961957103 
 10/07  22:00:00,14599057.961957103,0.0,14599057.961957103 
 10/07  23:00:00,14899057.961957103,0.0,14899057.961957103 
 10/07  24:00:00,14899057.961957103,0.0,14899057.961957103 
 10/08  01:00:00,14899057.961957103,0.0,14899057.961957103 
 10/08  02:00:00,14899057.961957103,0.0,14899057.961957103 
 10/08  03:00:00,14899057.961957103,0.0,14899057.961957103 
 10/08  04:00:00,14899057.961957103,0.0,14899057.961957103 
 10/08  05:00:00,14899057.961957103,0.0,14899057.961957103 
 10/08  06:00:00,13918657.961957103,0.0,13918657.961957103 
 10/08  07:00:00,9016657.961957103,0.0,9016657.961957103 
 10/08  08:00:00,8566657.961957103,0.0,8566657.961957103 
 10/08  09:00:00,8116657.961957103,0.0,8116657.961957103 
 10/08  10:00:00,8116657.961957103,0.0,8116657.961957103 
 10/08  11:00:00,8116657.961957103,0.0,8116657.961957103 
 10/08  12:00:00,8116657.961957103,0.0,8116657.961957103 
 10/08  13:00:00,8116657.961957103,0.0,8116657.961957104 
 10/08  14:00:00,8116657.961957103,0.0,8116657.961957104 
 10/08  15:00:00,8116657.961957103,0.0,8116657.961957103 
 10/08  16:00:00,8116657.961957103,0.0,8116657.961957104 
 10/08  17:00:00,8116657.961957103,0.0,8116657.961957104 
 10/08  18:00:00,13018657.961957103,0.0,13018657.961957103 
 10/08  19:00:00,13999057.961957103,0.0,13999057.961957103 
 10/08  20:00:00,13999057.961957103,0.0,13999057.961957103 
 10/08  21:00:00,13999057.961957103,0.0,13999057.961957103 
 10/08  22:00:00,13999057.961957103,0.0,13999057.961957103 
 10/08  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/08  24:00:00,13999057.961957103,0.0,13999057.961957103 
 10/09  01:00:00,17742654.45740009,0.0,17742654.457400085 
 10/09  02:00:00,17742654.45740009,0.0,17742654.457400085 
 10/09  03:00:00,17742654.45740009,0.0,17742654.457400085 
 10/09  04:00:00,17742654.45740009,0.0,17742654.457400085 
 10/09  05:00:00,18733023.90063898,0.0,18733023.900638977 
 10/09  06:00:00,30847477.902563849,0.0,30847477.902563845 
 10/09  07:00:00,28336864.82608856,0.0,28336864.82608855 
 10/09  08:00:00,39942150.46771094,0.0,39942150.46771094 
 10/09  09:00:00,40027227.371759798,0.0,40027227.371759798 
 10/09  10:00:00,41934741.73178059,0.0,41934741.73178059 
 10/09  11:00:00,44132743.651409108,0.0,44132743.651409108 
 10/09  12:00:00,41883546.83318641,0.0,41883546.833186399 
 10/09  13:00:00,48931449.83997446,0.0,48931449.83997446 
 10/09  14:00:00,50850965.51329461,0.0,50850965.51329461 
 10/09  15:00:00,51769102.0052218,0.0,51769102.00522181 
 10/09  16:00:00,51202212.75451206,0.0,51202212.75451206 
 10/09  17:00:00,34877376.29743172,0.0,34877376.29743172 
 10/09  18:00:00,25305091.580691328,0.0,25305091.58069133 
 10/09  19:00:00,18752831.289526337,0.0,18752831.289526334 
 10/09  20:00:00,16772092.40304857,0.0,16772092.40304857 
 10/09  21:00:00,16772092.40304857,0.0,16772092.40304857 
 10/09  22:00:00,14989427.405195989,0.0,14989427.405195989 
 10/09  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/09  24:00:00,17742654.45740009,0.0,17742654.457400085 
 10/10  01:00:00,17742654.45740009,0.0,17742654.457400085 
 10/10  02:00:00,17742654.45740009,0.0,17742654.457400085 
 10/10  03:00:00,17742654.45740009,0.0,17742654.457400085 
 10/10  04:00:00,17742654.45740009,0.0,17742654.457400085 
 10/10  05:00:00,18733023.90063898,0.0,18733023.900638977 
 10/10  06:00:00,26265684.191803967,0.0,26265684.191803963 
 10/10  07:00:00,24794039.996744355,0.0,24794039.996744355 
 10/10  08:00:00,40031487.34847003,0.0,40031487.34847003 
 10/10  09:00:00,40625213.754553209,0.0,40625213.754553209 
 10/10  10:00:00,42077307.5093132,0.0,42077307.5093132 
 10/10  11:00:00,43201578.197301167,0.0,43201578.197301167 
 10/10  12:00:00,39416306.39303031,0.0,39416306.39303031 
 10/10  13:00:00,44222225.124610129,0.0,44222225.12461012 
 10/10  14:00:00,44932005.84378393,0.0,44932005.84378392 
 10/10  15:00:00,45432974.416812587,0.0,45432974.41681258 
 10/10  16:00:00,46087255.393031779,0.0,46087255.393031779 
 10/10  17:00:00,29874485.189211407,0.0,29874485.18921141 
 10/10  18:00:00,25305091.580691328,0.0,25305091.580691328 
 10/10  19:00:00,18752831.289526337,0.0,18752831.289526334 
 10/10  20:00:00,16772092.40304857,0.0,16772092.40304857 
 10/10  21:00:00,16772092.40304857,0.0,16772092.40304857 
 10/10  22:00:00,14989427.405195989,0.0,14989427.405195989 
 10/10  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/10  24:00:00,17742654.45740009,0.0,17742654.457400085 
 10/11  01:00:00,17742654.45740009,0.0,17742654.457400085 
 10/11  02:00:00,17742654.45740009,0.0,17742654.457400085 
 10/11  03:00:00,17742654.45740009,0.0,17742654.457400085 
 10/11  04:00:00,17742654.45740009,0.0,17742654.457400085 
 10/11  05:00:00,18733023.90063898,0.0,18733023.900638977 
 10/11  06:00:00,26265684.191803967,0.0,26265684.191803963 
 10/11  07:00:00,24989624.572175456,0.0,24989624.572175456 
 10/11  08:00:00,39953249.58610194,0.0,39953249.58610194 
 10/11  09:00:00,41378550.74189075,0.0,41378550.74189075 
 10/11  10:00:00,44442257.189072359,0.0,44442257.189072359 
 10/11  11:00:00,44585688.00567866,0.0,44585688.00567865 
 10/11  12:00:00,39739441.52124433,0.0,39739441.52124432 
 10/11  13:00:00,45001798.22284433,0.0,45001798.22284433 
 10/11  14:00:00,45616137.640310797,0.0,45616137.640310797 
 10/11  15:00:00,45920051.532051447,0.0,45920051.53205143 
 10/11  16:00:00,46152903.719107117,0.0,46152903.71910711 
 10/11  17:00:00,30111983.924191849,0.0,30111983.924191849 
 10/11  18:00:00,25305091.580691328,0.0,25305091.580691328 
 10/11  19:00:00,18752831.289526337,0.0,18752831.289526334 
 10/11  20:00:00,16772092.40304857,0.0,16772092.40304857 
 10/11  21:00:00,16772092.40304857,0.0,16772092.40304857 
 10/11  22:00:00,14989427.405195989,0.0,14989427.405195989 
 10/11  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/11  24:00:00,17742654.45740009,0.0,17742654.457400085 
 10/12  01:00:00,17742654.45740009,0.0,17742654.457400085 
 10/12  02:00:00,17742654.45740009,0.0,17742654.457400085 
 10/12  03:00:00,17742654.45740009,0.0,17742654.457400085 
 10/12  04:00:00,17742654.45740009,0.0,17742654.457400085 
 10/12  05:00:00,18733023.90063898,0.0,18733023.900638977 
 10/12  06:00:00,26767314.42476968,0.0,26767314.42476968 
 10/12  07:00:00,26042325.582873819,0.0,26042325.582873819 
 10/12  08:00:00,39893562.22363258,0.0,39893562.22363258 
 10/12  09:00:00,40252586.109830308,0.0,40252586.109830308 
 10/12  10:00:00,41691715.30869893,0.0,41691715.30869893 
 10/12  11:00:00,43905480.128717448,0.0,43905480.128717448 
 10/12  12:00:00,40401428.10415453,0.0,40401428.10415452 
 10/12  13:00:00,44675409.70578008,0.0,44675409.70578008 
 10/12  14:00:00,43485089.36211487,0.0,43485089.36211486 
 10/12  15:00:00,42875544.22511503,0.0,42875544.22511503 
 10/12  16:00:00,42565848.91707173,0.0,42565848.917071718 
 10/12  17:00:00,28055544.355536254,0.0,28055544.355536257 
 10/12  18:00:00,25305091.580691328,0.0,25305091.580691328 
 10/12  19:00:00,18752831.289526337,0.0,18752831.289526334 
 10/12  20:00:00,16772092.40304857,0.0,16772092.40304857 
 10/12  21:00:00,16772092.40304857,0.0,16772092.40304857 
 10/12  22:00:00,14989427.405195989,0.0,14989427.405195989 
 10/12  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/12  24:00:00,17742654.45740009,0.0,17742654.457400085 
 10/13  01:00:00,17742654.45740009,0.0,17742654.457400085 
 10/13  02:00:00,17742654.45740009,0.0,17742654.457400085 
 10/13  03:00:00,17742654.45740009,0.0,17742654.457400085 
 10/13  04:00:00,17742654.45740009,0.0,17742654.457400085 
 10/13  05:00:00,18733023.90063898,0.0,18733023.900638977 
 10/13  06:00:00,33369746.99877613,0.0,33369746.99877613 
 10/13  07:00:00,30959409.3886636,0.0,30959409.388663606 
 10/13  08:00:00,40132970.40811842,0.0,40132970.40811843 
 10/13  09:00:00,40924914.85582098,0.0,40924914.85582098 
 10/13  10:00:00,42859627.2312737,0.0,42859627.231273699 
 10/13  11:00:00,44784731.62322723,0.0,44784731.62322723 
 10/13  12:00:00,41264741.60403856,0.0,41264741.60403855 
 10/13  13:00:00,46750866.979597788,0.0,46750866.97959778 
 10/13  14:00:00,47397409.161441858,0.0,47397409.16144184 
 10/13  15:00:00,47619548.65182591,0.0,47619548.65182592 
 10/13  16:00:00,46235695.352704677,0.0,46235695.352704677 
 10/13  17:00:00,29140753.530659189,0.0,29140753.530659196 
 10/13  18:00:00,25305091.580691328,0.0,25305091.58069133 
 10/13  19:00:00,18752831.289526337,0.0,18752831.289526334 
 10/13  20:00:00,16772092.40304857,0.0,16772092.40304857 
 10/13  21:00:00,16772092.40304857,0.0,16772092.40304857 
 10/13  22:00:00,14989427.405195989,0.0,14989427.405195989 
 10/13  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/13  24:00:00,17742654.45740009,0.0,17742654.457400085 
 10/14  01:00:00,13999057.961957103,0.0,13999057.961957103 
 10/14  02:00:00,13999057.961957103,0.0,13999057.961957103 
 10/14  03:00:00,13999057.961957103,0.0,13999057.961957103 
 10/14  04:00:00,14899057.961957103,0.0,14899057.961957103 
 10/14  05:00:00,14899057.961957103,0.0,14899057.961957103 
 10/14  06:00:00,14899057.961957103,0.0,14899057.961957103 
 10/14  07:00:00,9016657.961957103,0.0,9016657.961957103 
 10/14  08:00:00,8566657.961957103,0.0,8566657.961957103 
 10/14  09:00:00,8116657.961957103,0.0,8116657.961957103 
 10/14  10:00:00,8116657.961957103,0.0,8116657.961957103 
 10/14  11:00:00,8116657.961957103,0.0,8116657.961957103 
 10/14  12:00:00,8116657.961957103,0.0,8116657.961957103 
 10/14  13:00:00,8116657.961957103,0.0,8116657.961957104 
 10/14  14:00:00,8116657.961957103,0.0,8116657.961957104 
 10/14  15:00:00,8116657.961957103,0.0,8116657.961957103 
 10/14  16:00:00,8116657.961957103,0.0,8116657.961957103 
 10/14  17:00:00,8116657.961957103,0.0,8116657.961957103 
 10/14  18:00:00,13999057.961957103,0.0,13999057.961957103 
 10/14  19:00:00,13999057.961957103,0.0,13999057.961957103 
 10/14  20:00:00,14749057.961957103,0.0,14749057.961957103 
 10/14  21:00:00,14899057.961957103,0.0,14899057.961957103 
 10/14  22:00:00,14899057.961957103,0.0,14899057.961957103 
 10/14  23:00:00,14899057.961957103,0.0,14899057.961957103 
 10/14  24:00:00,14899057.961957103,0.0,14899057.961957103 
 10/15  01:00:00,14899057.961957103,0.0,14899057.961957103 
 10/15  02:00:00,14899057.961957103,0.0,14899057.961957103 
 10/15  03:00:00,14899057.961957103,0.0,14899057.961957103 
 10/15  04:00:00,14899057.961957103,0.0,14899057.961957103 
 10/15  05:00:00,14899057.961957103,0.0,14899057.961957103 
 10/15  06:00:00,14749057.961957103,0.0,14749057.961957103 
 10/15  07:00:00,8116657.961957103,0.0,8116657.961957104 
 10/15  08:00:00,8116657.961957103,0.0,8116657.961957104 
 10/15  09:00:00,8116657.961957103,0.0,8116657.961957104 
 10/15  10:00:00,8116657.961957103,0.0,8116657.961957104 
 10/15  11:00:00,8116657.961957103,0.0,8116657.961957104 
 10/15  12:00:00,8116657.961957103,0.0,8116657.961957104 
 10/15  13:00:00,8116657.961957103,0.0,8116657.961957104 
 10/15  14:00:00,8116657.961957103,0.0,8116657.961957104 
 10/15  15:00:00,8116657.961957103,0.0,8116657.961957104 
 10/15  16:00:00,8116657.961957103,0.0,8116657.961957104 
 10/15  17:00:00,8116657.961957103,0.0,8116657.961957103 
 10/15  18:00:00,13999057.961957103,0.0,13999057.961957103 
 10/15  19:00:00,13999057.961957103,0.0,13999057.961957103 
 10/15  20:00:00,13999057.961957103,0.0,13999057.961957103 
 10/15  21:00:00,13999057.961957103,0.0,13999057.961957103 
 10/15  22:00:00,13999057.961957103,0.0,13999057.961957103 
 10/15  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/15  24:00:00,13999057.961957103,0.0,13999057.961957103 
 10/16  01:00:00,17742654.45740009,0.0,17742654.457400085 
 10/16  02:00:00,17742654.45740009,0.0,17742654.457400085 
 10/16  03:00:00,17742654.45740009,0.0,17742654.457400085 
 10/16  04:00:00,17742654.45740009,0.0,17742654.457400085 
 10/16  05:00:00,18733023.90063898,0.0,18733023.900638977 
 10/16  06:00:00,39685100.94178529,0.0,39685100.94178529 
 10/16  07:00:00,35578955.78510826,0.0,35578955.78510826 
 10/16  08:00:00,43605335.279855,0.0,43605335.279855 
 10/16  09:00:00,41697155.0299748,0.0,41697155.029974799 
 10/16  10:00:00,40073625.13133547,0.0,40073625.13133547 
 10/16  11:00:00,39893562.22363258,0.0,39893562.22363258 
 10/16  12:00:00,37164104.03806623,0.0,37164104.03806623 
 10/16  13:00:00,39995522.96111825,0.0,39995522.96111825 
 10/16  14:00:00,41574205.190603997,0.0,41574205.19060399 
 10/16  15:00:00,41766597.15031461,0.0,41766597.1503146 
 10/16  16:00:00,41222497.14694699,0.0,41222497.146947 
 10/16  17:00:00,28259256.736396396,0.0,28259256.73639639 
 10/16  18:00:00,26309612.219107149,0.0,26309612.21910715 
 10/16  19:00:00,18752831.289526337,0.0,18752831.289526334 
 10/16  20:00:00,16772092.40304857,0.0,16772092.40304857 
 10/16  21:00:00,17672092.403048569,0.0,17672092.403048569 
 10/16  22:00:00,15889427.405195989,0.0,15889427.405195989 
 10/16  23:00:00,14899057.961957103,0.0,14899057.961957103 
 10/16  24:00:00,18642654.45740009,0.0,18642654.457400089 
 10/17  01:00:00,18642654.45740009,0.0,18642654.457400089 
 10/17  02:00:00,18642654.45740009,0.0,18642654.457400089 
 10/17  03:00:00,18642654.45740009,0.0,18642654.457400089 
 10/17  04:00:00,18642654.45740009,0.0,18642654.457400089 
 10/17  05:00:00,19633023.90063898,0.0,19633023.900638977 
 10/17  06:00:00,44059279.755498427,3066398.965739604,44059279.755498427 
 10/17  07:00:00,37872407.15825579,0.0,37872407.15825579 
 10/17  08:00:00,42608179.61554283,0.0,42608179.61554283 
 10/17  09:00:00,40058229.79767993,0.0,40058229.79767994 
 10/17  10:00:00,40328507.91287607,0.0,40328507.91287607 
 10/17  11:00:00,41540563.58906763,0.0,41540563.58906763 
 10/17  12:00:00,37731140.28953421,0.0,37731140.28953421 
 10/17  13:00:00,43578051.37862511,0.0,43578051.37862511 
 10/17  14:00:00,44105710.89769971,0.0,44105710.89769971 
 10/17  15:00:00,42554613.13905713,0.0,42554613.13905713 
 10/17  16:00:00,41918390.08845286,0.0,41918390.08845286 
 10/17  17:00:00,27994432.555995939,0.0,27994432.555995939 
 10/17  18:00:00,26285491.580691328,0.0,26285491.580691328 
 10/17  19:00:00,18752831.289526337,0.0,18752831.289526334 
 10/17  20:00:00,16772092.40304857,0.0,16772092.40304857 
 10/17  21:00:00,16772092.40304857,0.0,16772092.40304857 
 10/17  22:00:00,14989427.405195989,0.0,14989427.405195989 
 10/17  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/17  24:00:00,17742654.45740009,0.0,17742654.457400085 
 10/18  01:00:00,17742654.45740009,0.0,17742654.457400085 
 10/18  02:00:00,17742654.45740009,0.0,17742654.457400085 
 10/18  03:00:00,17742654.45740009,0.0,17742654.457400085 
 10/18  04:00:00,17742654.45740009,0.0,17742654.457400085 
 10/18  05:00:00,18733023.90063898,0.0,18733023.900638977 
 10/18  06:00:00,30690073.229442546,0.0,30690073.229442546 
 10/18  07:00:00,30099223.346949836,0.0,30099223.346949828 
 10/18  08:00:00,39967668.298549007,0.0,39967668.298549007 
 10/18  09:00:00,39912084.40103364,0.0,39912084.40103364 
 10/18  10:00:00,40709748.022795889,0.0,40709748.022795889 
 10/18  11:00:00,41606017.97026668,0.0,41606017.97026668 
 10/18  12:00:00,37911432.658034708,0.0,37911432.658034708 
 10/18  13:00:00,41839544.823077458,0.0,41839544.82307745 
 10/18  14:00:00,42147237.92450514,0.0,42147237.92450514 
 10/18  15:00:00,43148793.93829861,0.0,43148793.938298609 
 10/18  16:00:00,42842732.31641944,0.0,42842732.31641942 
 10/18  17:00:00,28273482.275495516,0.0,28273482.275495516 
 10/18  18:00:00,26285491.580691328,0.0,26285491.58069133 
 10/18  19:00:00,18752831.289526337,0.0,18752831.289526334 
 10/18  20:00:00,16772092.40304857,0.0,16772092.40304857 
 10/18  21:00:00,16772092.40304857,0.0,16772092.40304857 
 10/18  22:00:00,14989427.405195989,0.0,14989427.405195989 
 10/18  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/18  24:00:00,17742654.45740009,0.0,17742654.457400085 
 10/19  01:00:00,17742654.45740009,0.0,17742654.457400085 
 10/19  02:00:00,17742654.45740009,0.0,17742654.457400085 
 10/19  03:00:00,17742654.45740009,0.0,17742654.457400085 
 10/19  04:00:00,18642654.45740009,0.0,18642654.457400089 
 10/19  05:00:00,19633023.90063898,0.0,19633023.900638977 
 10/19  06:00:00,35602671.56804941,2202158.6921784544,35602671.56804941 
 10/19  07:00:00,35728512.5935954,0.0,35728512.5935954 
 10/19  08:00:00,41806016.59874346,0.0,41806016.59874345 
 10/19  09:00:00,39993166.69606381,0.0,39993166.69606382 
 10/19  10:00:00,39946522.95749369,0.0,39946522.9574937 
 10/19  11:00:00,40983929.53010098,0.0,40983929.53010098 
 10/19  12:00:00,37938171.12808033,0.0,37938171.12808033 
 10/19  13:00:00,43880107.36064808,0.0,43880107.36064808 
 10/19  14:00:00,44953975.86861152,0.0,44953975.868611518 
 10/19  15:00:00,45107728.67064999,0.0,45107728.67064998 
 10/19  16:00:00,44850823.73461669,0.0,44850823.73461669 
 10/19  17:00:00,28874758.01151836,0.0,28874758.01151836 
 10/19  18:00:00,26285491.580691328,0.0,26285491.58069133 
 10/19  19:00:00,18752831.289526337,0.0,18752831.289526334 
 10/19  20:00:00,16772092.40304857,0.0,16772092.40304857 
 10/19  21:00:00,16772092.40304857,0.0,16772092.40304857 
 10/19  22:00:00,14989427.405195989,0.0,14989427.405195989 
 10/19  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/19  24:00:00,17742654.45740009,0.0,17742654.457400085 
 10/20  01:00:00,17742654.45740009,0.0,17742654.457400085 
 10/20  02:00:00,17742654.45740009,0.0,17742654.457400085 
 10/20  03:00:00,17742654.45740009,0.0,17742654.457400085 
 10/20  04:00:00,17742654.45740009,0.0,17742654.457400085 
 10/20  05:00:00,19633023.90063898,0.0,19633023.900638977 
 10/20  06:00:00,34546464.94953454,0.0,34546464.949534539 
 10/20  07:00:00,34534046.250293228,0.0,34534046.250293228 
 10/20  08:00:00,40271711.02900425,0.0,40271711.02900426 
 10/20  09:00:00,40710635.38000838,0.0,40710635.38000838 
 10/20  10:00:00,43026965.942728649,0.0,43026965.94272864 
 10/20  11:00:00,45728122.18578009,0.0,45728122.185780089 
 10/20  12:00:00,43834758.990450549,0.0,43834758.990450549 
 10/20  13:00:00,50088080.422368038,0.0,50088080.42236803 
 10/20  14:00:00,51885265.378220248,0.0,51885265.37822024 
 10/20  15:00:00,52783822.525322187,0.0,52783822.525322187 
 10/20  16:00:00,51821909.24140908,0.0,51821909.24140908 
 10/20  17:00:00,34596867.14360502,0.0,34596867.14360503 
 10/20  18:00:00,26285491.580691328,0.0,26285491.58069133 
 10/20  19:00:00,18752831.289526337,0.0,18752831.289526334 
 10/20  20:00:00,16772092.40304857,0.0,16772092.40304857 
 10/20  21:00:00,16772092.40304857,0.0,16772092.40304857 
 10/20  22:00:00,14989427.405195989,0.0,14989427.405195989 
 10/20  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/20  24:00:00,17742654.45740009,0.0,17742654.457400085 
 10/21  01:00:00,13999057.961957103,0.0,13999057.961957103 
 10/21  02:00:00,13999057.961957103,0.0,13999057.961957103 
 10/21  03:00:00,13999057.961957103,0.0,13999057.961957103 
 10/21  04:00:00,13999057.961957103,0.0,13999057.961957103 
 10/21  05:00:00,13999057.961957103,0.0,13999057.961957103 
 10/21  06:00:00,13999057.961957103,0.0,13999057.961957103 
 10/21  07:00:00,9097057.961957103,0.0,9097057.961957103 
 10/21  08:00:00,8116657.961957103,0.0,8116657.961957104 
 10/21  09:00:00,8116657.961957103,0.0,8116657.961957103 
 10/21  10:00:00,8116657.961957103,0.0,8116657.961957103 
 10/21  11:00:00,8116657.961957103,0.0,8116657.961957103 
 10/21  12:00:00,8116657.961957103,0.0,8116657.961957103 
 10/21  13:00:00,8116657.961957103,0.0,8116657.961957104 
 10/21  14:00:00,8116657.961957103,0.0,8116657.961957103 
 10/21  15:00:00,8116657.961957103,0.0,8116657.961957104 
 10/21  16:00:00,8116657.961957103,0.0,8116657.961957103 
 10/21  17:00:00,9097057.961957103,0.0,9097057.961957103 
 10/21  18:00:00,13999057.961957103,0.0,13999057.961957103 
 10/21  19:00:00,13999057.961957103,0.0,13999057.961957103 
 10/21  20:00:00,13999057.961957103,0.0,13999057.961957103 
 10/21  21:00:00,13999057.961957103,0.0,13999057.961957103 
 10/21  22:00:00,13999057.961957103,0.0,13999057.961957103 
 10/21  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/21  24:00:00,13999057.961957103,0.0,13999057.961957103 
 10/22  01:00:00,13999057.961957103,0.0,13999057.961957103 
 10/22  02:00:00,13999057.961957103,0.0,13999057.961957103 
 10/22  03:00:00,13999057.961957103,0.0,13999057.961957103 
 10/22  04:00:00,13999057.961957103,0.0,13999057.961957103 
 10/22  05:00:00,13999057.961957103,0.0,13999057.961957103 
 10/22  06:00:00,13999057.961957103,0.0,13999057.961957103 
 10/22  07:00:00,9097057.961957103,0.0,9097057.961957103 
 10/22  08:00:00,8116657.961957103,0.0,8116657.961957104 
 10/22  09:00:00,8116657.961957103,0.0,8116657.961957104 
 10/22  10:00:00,8116657.961957103,0.0,8116657.961957103 
 10/22  11:00:00,8116657.961957103,0.0,8116657.961957103 
 10/22  12:00:00,8116657.961957103,0.0,8116657.961957104 
 10/22  13:00:00,8116657.961957103,0.0,8116657.961957104 
 10/22  14:00:00,8116657.961957103,0.0,8116657.961957104 
 10/22  15:00:00,8116657.961957103,0.0,8116657.961957103 
 10/22  16:00:00,8116657.961957103,0.0,8116657.961957103 
 10/22  17:00:00,9097057.961957103,0.0,9097057.961957103 
 10/22  18:00:00,13999057.961957103,0.0,13999057.961957103 
 10/22  19:00:00,13999057.961957103,0.0,13999057.961957103 
 10/22  20:00:00,13999057.961957103,0.0,13999057.961957103 
 10/22  21:00:00,13999057.961957103,0.0,13999057.961957103 
 10/22  22:00:00,13999057.961957103,0.0,13999057.961957103 
 10/22  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/22  24:00:00,13999057.961957103,0.0,13999057.961957103 
 10/23  01:00:00,17742654.45740009,0.0,17742654.457400085 
 10/23  02:00:00,17742654.45740009,0.0,17742654.457400085 
 10/23  03:00:00,17742654.45740009,0.0,17742654.457400085 
 10/23  04:00:00,17742654.45740009,0.0,17742654.457400085 
 10/23  05:00:00,18733023.90063898,0.0,18733023.900638977 
 10/23  06:00:00,30257760.882490934,0.0,30257760.882490934 
 10/23  07:00:00,30027546.49017057,0.0,30027546.49017057 
 10/23  08:00:00,40169228.49316939,0.0,40169228.49316938 
 10/23  09:00:00,39893562.22363258,0.0,39893562.22363258 
 10/23  10:00:00,39893562.22363258,0.0,39893562.22363258 
 10/23  11:00:00,39949899.49049999,0.0,39949899.49049999 
 10/23  12:00:00,37164104.03806623,0.0,37164104.03806623 
 10/23  13:00:00,40878079.57381621,0.0,40878079.57381621 
 10/23  14:00:00,42575957.33501274,0.0,42575957.33501274 
 10/23  15:00:00,42341651.24187125,0.0,42341651.241871248 
 10/23  16:00:00,42060668.369057517,0.0,42060668.369057517 
 10/23  17:00:00,29284034.362583858,0.0,29284034.362583858 
 10/23  18:00:00,26285491.580691328,0.0,26285491.580691328 
 10/23  19:00:00,18752831.289526337,0.0,18752831.289526334 
 10/23  20:00:00,16772092.40304857,0.0,16772092.40304857 
 10/23  21:00:00,17522092.403048569,0.0,17522092.403048569 
 10/23  22:00:00,15889427.405195989,0.0,15889427.405195989 
 10/23  23:00:00,14899057.961957103,0.0,14899057.961957103 
 10/23  24:00:00,18642654.45740009,0.0,18642654.457400089 
 10/24  01:00:00,18642654.45740009,0.0,18642654.457400089 
 10/24  02:00:00,18642654.45740009,0.0,18642654.457400089 
 10/24  03:00:00,18642654.45740009,0.0,18642654.457400089 
 10/24  04:00:00,18642654.45740009,0.0,18642654.457400089 
 10/24  05:00:00,19633023.90063898,0.0,19633023.900638977 
 10/24  06:00:00,45226485.58560355,3222331.0249787608,45226485.58560355 
 10/24  07:00:00,41694369.074105758,728456.4653035632,41694369.074105758 
 10/24  08:00:00,43132057.765506129,0.0,43132057.765506129 
 10/24  09:00:00,40502671.907801438,0.0,40502671.907801438 
 10/24  10:00:00,40093172.26578005,0.0,40093172.26578005 
 10/24  11:00:00,41105847.574346948,0.0,41105847.574346948 
 10/24  12:00:00,37612418.646578449,0.0,37612418.64657844 
 10/24  13:00:00,43659047.715020049,0.0,43659047.71502003 
 10/24  14:00:00,44827570.6924054,0.0,44827570.6924054 
 10/24  15:00:00,45223375.86314162,0.0,45223375.86314161 
 10/24  16:00:00,44745143.877280909,0.0,44745143.877280909 
 10/24  17:00:00,29781753.793346473,0.0,29781753.793346473 
 10/24  18:00:00,26285491.580691328,0.0,26285491.580691328 
 10/24  19:00:00,18752831.289526337,0.0,18752831.289526334 
 10/24  20:00:00,16772092.40304857,0.0,16772092.40304857 
 10/24  21:00:00,16772092.40304857,0.0,16772092.40304857 
 10/24  22:00:00,14989427.405195989,0.0,14989427.405195989 
 10/24  23:00:00,13999057.961957103,0.0,13999057.961957103 
