Date/Time,Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 10/24  24:00:00,17742654.45740009,0.0,17742654.457400085 
 10/25  01:00:00,17742654.45740009,0.0,17742654.457400085 
 10/25  02:00:00,17742654.45740009,0.0,17742654.457400085 
 10/25  03:00:00,17742654.45740009,0.0,17742654.457400085 
 10/25  04:00:00,17742654.45740009,0.0,17742654.457400085 
 10/25  05:00:00,18733023.90063898,0.0,18733023.900638977 
 10/25  06:00:00,29063022.55695939,0.0,29063022.556959385 
 10/25  07:00:00,29106934.93620358,0.0,29106934.936203578 
 10/25  08:00:00,39996512.68029524,0.0,39996512.68029524 
 10/25  09:00:00,39893562.22363258,0.0,39893562.22363258 
 10/25  10:00:00,39893562.22363258,0.0,39893562.22363258 
 10/25  11:00:00,39893562.22363258,0.0,39893562.22363258 
 10/25  12:00:00,37276084.784437868,0.0,37276084.78443787 
 10/25  13:00:00,40025319.733616407,0.0,40025319.733616407 
 10/25  14:00:00,40919956.56427087,0.0,40919956.56427086 
 10/25  15:00:00,41986801.36384585,0.0,41986801.36384585 
 10/25  16:00:00,42587715.83872443,0.0,42587715.83872443 
 10/25  17:00:00,29236615.521545873,0.0,29236615.521545877 
 10/25  18:00:00,26285491.580691328,0.0,26285491.580691328 
 10/25  19:00:00,18752831.289526337,0.0,18752831.289526334 
 10/25  20:00:00,16772092.40304857,0.0,16772092.40304857 
 10/25  21:00:00,16772092.40304857,0.0,16772092.40304857 
 10/25  22:00:00,14989427.405195989,0.0,14989427.405195989 
 10/25  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/25  24:00:00,17742654.45740009,0.0,17742654.457400085 
 10/26  01:00:00,17742654.45740009,0.0,17742654.457400085 
 10/26  02:00:00,17742654.45740009,0.0,17742654.457400085 
 10/26  03:00:00,17742654.45740009,0.0,17742654.457400085 
 10/26  04:00:00,17742654.45740009,0.0,17742654.457400085 
 10/26  05:00:00,18733023.90063898,0.0,18733023.900638977 
 10/26  06:00:00,30791091.53958826,0.0,30791091.53958826 
 10/26  07:00:00,32289925.319865735,0.0,32289925.319865735 
 10/26  08:00:00,40807440.529573287,0.0,40807440.52957328 
 10/26  09:00:00,39951941.26929621,0.0,39951941.26929621 
 10/26  10:00:00,39893562.22363258,0.0,39893562.22363259 
 10/26  11:00:00,41067098.82919394,0.0,41067098.82919394 
 10/26  12:00:00,37401404.44649071,0.0,37401404.446490708 
 10/26  13:00:00,43384517.09805655,0.0,43384517.09805655 
 10/26  14:00:00,44003258.45461914,0.0,44003258.45461914 
 10/26  15:00:00,43709561.8570178,0.0,43709561.8570178 
 10/26  16:00:00,42698707.770429309,0.0,42698707.7704293 
 10/26  17:00:00,29088018.345605829,0.0,29088018.345605837 
 10/26  18:00:00,26285491.580691328,0.0,26285491.58069133 
 10/26  19:00:00,18752831.289526337,0.0,18752831.289526334 
 10/26  20:00:00,16772092.40304857,0.0,16772092.40304857 
 10/26  21:00:00,16772092.40304857,0.0,16772092.40304857 
 10/26  22:00:00,14989427.405195989,0.0,14989427.405195989 
 10/26  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/26  24:00:00,17742654.45740009,0.0,17742654.457400085 
 10/27  01:00:00,17742654.45740009,0.0,17742654.457400085 
 10/27  02:00:00,17742654.45740009,0.0,17742654.457400085 
 10/27  03:00:00,17742654.45740009,0.0,17742654.457400085 
 10/27  04:00:00,17742654.45740009,0.0,17742654.457400085 
 10/27  05:00:00,18733023.90063898,0.0,18733023.900638977 
 10/27  06:00:00,33669150.24447771,0.0,33669150.24447772 
 10/27  07:00:00,33988097.63395908,0.0,33988097.633959088 
 10/27  08:00:00,40805715.35921189,0.0,40805715.35921189 
 10/27  09:00:00,40286282.38992197,0.0,40286282.38992197 
 10/27  10:00:00,41410783.25781254,0.0,41410783.25781254 
 10/27  11:00:00,43143012.88657071,0.0,43143012.88657071 
 10/27  12:00:00,40436066.02946534,0.0,40436066.02946533 
 10/27  13:00:00,46414284.132364477,0.0,46414284.13236447 
 10/27  14:00:00,47741796.383731897,0.0,47741796.383731897 
 10/27  15:00:00,48519334.07240446,0.0,48519334.072404447 
 10/27  16:00:00,47841006.27907323,0.0,47841006.27907323 
 10/27  17:00:00,32067640.394926903,0.0,32067640.39492691 
 10/27  18:00:00,26285491.580691328,0.0,26285491.58069133 
 10/27  19:00:00,18752831.289526337,0.0,18752831.289526334 
 10/27  20:00:00,16772092.40304857,0.0,16772092.40304857 
 10/27  21:00:00,16772092.40304857,0.0,16772092.40304857 
 10/27  22:00:00,14989427.405195989,0.0,14989427.405195989 
 10/27  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/27  24:00:00,17742654.45740009,0.0,17742654.457400085 
 10/28  01:00:00,14899057.961957103,0.0,14899057.961957103 
 10/28  02:00:00,14899057.961957103,0.0,14899057.961957103 
 10/28  03:00:00,14899057.961957103,0.0,14899057.961957103 
 10/28  04:00:00,14899057.961957103,0.0,14899057.961957103 
 10/28  05:00:00,14899057.961957103,0.0,14899057.961957103 
 10/28  06:00:00,14899057.961957103,0.0,14899057.961957103 
 10/28  07:00:00,10827457.961957103,0.0,10827457.961957103 
 10/28  08:00:00,8116657.961957103,0.0,8116657.961957103 
 10/28  09:00:00,8116657.961957103,0.0,8116657.961957103 
 10/28  10:00:00,8116657.961957103,0.0,8116657.961957104 
 10/28  11:00:00,8116657.961957103,0.0,8116657.961957103 
 10/28  12:00:00,8116657.961957103,0.0,8116657.961957104 
 10/28  13:00:00,8116657.961957103,0.0,8116657.961957104 
 10/28  14:00:00,8116657.961957103,0.0,8116657.961957104 
 10/28  15:00:00,8116657.961957103,0.0,8116657.961957103 
 10/28  16:00:00,8116657.961957103,0.0,8116657.961957103 
 10/28  17:00:00,10077457.961957103,0.0,10077457.961957103 
 10/28  18:00:00,13999057.961957103,0.0,13999057.961957103 
 10/28  19:00:00,13999057.961957103,0.0,13999057.961957103 
 10/28  20:00:00,13999057.961957103,0.0,13999057.961957103 
 10/28  21:00:00,13999057.961957103,0.0,13999057.961957103 
 10/28  22:00:00,13999057.961957103,0.0,13999057.961957103 
 10/28  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/28  24:00:00,13999057.961957103,0.0,13999057.961957103 
 10/29  01:00:00,13999057.961957103,0.0,13999057.961957103 
 10/29  02:00:00,13999057.961957103,0.0,13999057.961957103 
 10/29  03:00:00,13999057.961957103,0.0,13999057.961957103 
 10/29  04:00:00,13999057.961957103,0.0,13999057.961957103 
 10/29  05:00:00,13999057.961957103,0.0,13999057.961957103 
 10/29  06:00:00,13999057.961957103,0.0,13999057.961957103 
 10/29  07:00:00,10077457.961957103,0.0,10077457.961957103 
 10/29  08:00:00,8116657.961957103,0.0,8116657.961957104 
 10/29  09:00:00,8116657.961957103,0.0,8116657.961957104 
 10/29  10:00:00,8116657.961957103,0.0,8116657.961957103 
 10/29  11:00:00,8116657.961957103,0.0,8116657.961957103 
 10/29  12:00:00,8116657.961957103,0.0,8116657.961957103 
 10/29  13:00:00,8116657.961957103,0.0,8116657.961957104 
 10/29  14:00:00,8116657.961957103,0.0,8116657.961957104 
 10/29  15:00:00,8116657.961957103,0.0,8116657.961957103 
 10/29  16:00:00,8116657.961957103,0.0,8116657.961957103 
 10/29  17:00:00,10077457.961957103,0.0,10077457.961957103 
 10/29  18:00:00,13999057.961957103,0.0,13999057.961957103 
 10/29  19:00:00,13999057.961957103,0.0,13999057.961957103 
 10/29  20:00:00,13999057.961957103,0.0,13999057.961957103 
 10/29  21:00:00,13999057.961957103,0.0,13999057.961957103 
 10/29  22:00:00,13999057.961957103,0.0,13999057.961957103 
 10/29  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/29  24:00:00,13999057.961957103,0.0,13999057.961957103 
 10/30  01:00:00,17742654.45740009,0.0,17742654.457400085 
 10/30  02:00:00,17742654.45740009,0.0,17742654.457400085 
 10/30  03:00:00,17742654.45740009,0.0,17742654.457400085 
 10/30  04:00:00,17742654.45740009,0.0,17742654.457400085 
 10/30  05:00:00,18733023.90063898,0.0,18733023.900638977 
 10/30  06:00:00,35200713.10877756,0.0,35200713.10877755 
 10/30  07:00:00,35375032.899696867,0.0,35375032.899696867 
 10/30  08:00:00,40835394.03102292,0.0,40835394.03102292 
 10/30  09:00:00,40022584.585864689,0.0,40022584.585864689 
 10/30  10:00:00,41858308.918260399,0.0,41858308.91826041 
 10/30  11:00:00,43822378.136036228,0.0,43822378.136036228 
 10/30  12:00:00,41597526.212762068,0.0,41597526.212762068 
 10/30  13:00:00,47867960.18464002,0.0,47867960.18464001 
 10/30  14:00:00,49492506.49779176,0.0,49492506.49779175 
 10/30  15:00:00,50161276.026651117,0.0,50161276.026651117 
 10/30  16:00:00,49410134.49945678,0.0,49410134.49945677 
 10/30  17:00:00,33109618.930538827,0.0,33109618.930538823 
 10/30  18:00:00,26285491.580691328,0.0,26285491.580691328 
 10/30  19:00:00,18752831.289526337,0.0,18752831.289526334 
 10/30  20:00:00,16772092.40304857,0.0,16772092.40304857 
 10/30  21:00:00,16772092.40304857,0.0,16772092.40304857 
 10/30  22:00:00,14989427.405195989,0.0,14989427.405195989 
 10/30  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/30  24:00:00,17742654.45740009,0.0,17742654.457400085 
 10/31  01:00:00,17742654.45740009,0.0,17742654.457400085 
 10/31  02:00:00,17742654.45740009,0.0,17742654.457400085 
 10/31  03:00:00,17742654.45740009,0.0,17742654.457400085 
 10/31  04:00:00,18642654.45740009,0.0,18642654.457400089 
 10/31  05:00:00,18733023.90063898,0.0,18733023.900638977 
 10/31  06:00:00,30585572.25807041,0.0,30585572.2580704 
 10/31  07:00:00,30699365.358191398,0.0,30699365.358191398 
 10/31  08:00:00,39917937.68367754,0.0,39917937.68367754 
 10/31  09:00:00,39893562.22363258,0.0,39893562.22363258 
 10/31  10:00:00,40141369.63432998,0.0,40141369.634329978 
 10/31  11:00:00,40286550.514147218,0.0,40286550.51414721 
 10/31  12:00:00,37240116.93125942,0.0,37240116.931259419 
 10/31  13:00:00,41873512.47270569,0.0,41873512.472705688 
 10/31  14:00:00,43809053.69856517,0.0,43809053.69856516 
 10/31  15:00:00,43848953.56744317,0.0,43848953.56744317 
 10/31  16:00:00,42803563.880137179,0.0,42803563.880137179 
 10/31  17:00:00,30017563.39617671,0.0,30017563.39617671 
 10/31  18:00:00,26285491.580691328,0.0,26285491.58069133 
 10/31  19:00:00,18752831.289526337,0.0,18752831.289526334 
 10/31  20:00:00,17672092.403048569,0.0,17672092.403048569 
 10/31  21:00:00,17672092.403048569,0.0,17672092.403048569 
 10/31  22:00:00,15439427.405195989,0.0,15439427.405195989 
 10/31  23:00:00,13999057.961957103,0.0,13999057.961957103 
 10/31  24:00:00,17742654.45740009,0.0,17742654.457400085 
 11/01  01:00:00,17742654.45740009,0.0,17742654.457400085 
 11/01  02:00:00,17742654.45740009,0.0,17742654.457400085 
 11/01  03:00:00,17742654.45740009,0.0,17742654.457400085 
 11/01  04:00:00,17742654.45740009,0.0,17742654.457400085 
 11/01  05:00:00,18733023.90063898,0.0,18733023.900638977 
 11/01  06:00:00,26396764.165334219,0.0,26396764.165334215 
 11/01  07:00:00,26726000.116056604,0.0,26726000.116056604 
 11/01  08:00:00,39893562.22363258,0.0,39893562.22363258 
 11/01  09:00:00,39893562.22363258,0.0,39893562.22363258 
 11/01  10:00:00,40028092.097018588,0.0,40028092.09701858 
 11/01  11:00:00,40383682.32312057,0.0,40383682.323120567 
 11/01  12:00:00,37331935.572887729,0.0,37331935.572887729 
 11/01  13:00:00,41136215.51700838,0.0,41136215.51700838 
 11/01  14:00:00,41484198.14239144,0.0,41484198.142391439 
 11/01  15:00:00,41801336.611607719,0.0,41801336.61160771 
 11/01  16:00:00,41640237.95746756,0.0,41640237.95746756 
 11/01  17:00:00,29872152.24853906,0.0,29872152.24853906 
 11/01  18:00:00,26285491.580691328,0.0,26285491.580691328 
 11/01  19:00:00,18752831.289526337,0.0,18752831.289526334 
 11/01  20:00:00,16772092.40304857,0.0,16772092.40304857 
 11/01  21:00:00,16772092.40304857,0.0,16772092.40304857 
 11/01  22:00:00,14989427.405195989,0.0,14989427.405195989 
 11/01  23:00:00,13999057.961957103,0.0,13999057.961957103 
 11/01  24:00:00,17742654.45740009,0.0,17742654.457400085 
 11/02  01:00:00,17742654.45740009,0.0,17742654.457400085 
 11/02  02:00:00,17742654.45740009,0.0,17742654.457400085 
 11/02  03:00:00,17742654.45740009,0.0,17742654.457400085 
 11/02  04:00:00,17742654.45740009,0.0,17742654.457400085 
 11/02  05:00:00,18733023.90063898,0.0,18733023.900638977 
 11/02  06:00:00,26265684.191803967,0.0,26265684.191803963 
 11/02  07:00:00,27138529.321738386,0.0,27138529.32173839 
 11/02  08:00:00,39893562.22363258,0.0,39893562.22363258 
 11/02  09:00:00,41417354.48620895,0.0,41417354.48620895 
 11/02  10:00:00,44388802.509739968,0.0,44388802.509739968 
 11/02  11:00:00,47771519.83763987,0.0,47771519.83763985 
 11/02  12:00:00,45429336.12582407,0.0,45429336.125824067 
 11/02  13:00:00,51280937.85265411,0.0,51280937.8526541 
 11/02  14:00:00,50844878.13740127,0.0,50844878.13740127 
 11/02  15:00:00,49690876.81352426,0.0,49690876.813524249 
 11/02  16:00:00,48774421.160533208,0.0,48774421.160533208 
 11/02  17:00:00,33715035.06807169,0.0,33715035.06807169 
 11/02  18:00:00,26285491.580691328,0.0,26285491.580691328 
 11/02  19:00:00,18752831.289526337,0.0,18752831.289526334 
 11/02  20:00:00,16772092.40304857,0.0,16772092.40304857 
 11/02  21:00:00,16772092.40304857,0.0,16772092.40304857 
 11/02  22:00:00,14989427.405195989,0.0,14989427.405195989 
 11/02  23:00:00,13999057.961957103,0.0,13999057.961957103 
 11/02  24:00:00,17742654.45740009,0.0,17742654.457400085 
 11/03  01:00:00,17742654.45740009,0.0,17742654.457400085 
 11/03  02:00:00,17742654.45740009,0.0,17742654.457400085 
 11/03  03:00:00,17742654.45740009,0.0,17742654.457400085 
 11/03  04:00:00,17742654.45740009,0.0,17742654.457400085 
 11/03  05:00:00,18733023.90063898,0.0,18733023.900638977 
 11/03  06:00:00,26265684.191803967,0.0,26265684.191803963 
 11/03  07:00:00,27097612.354823259,0.0,27097612.35482326 
 11/03  08:00:00,40079485.95938717,0.0,40079485.95938717 
 11/03  09:00:00,41149666.62716011,0.0,41149666.6271601 
 11/03  10:00:00,43740906.67727357,0.0,43740906.67727356 
 11/03  11:00:00,45761619.18796445,0.0,45761619.18796444 
 11/03  12:00:00,42858188.20182257,0.0,42858188.20182257 
 11/03  13:00:00,48609206.6990872,0.0,48609206.6990872 
 11/03  14:00:00,48921824.38975661,0.0,48921824.389756608 
 11/03  15:00:00,48552783.94796721,0.0,48552783.94796721 
 11/03  16:00:00,47997805.60930066,0.0,47997805.60930064 
 11/03  17:00:00,33192741.08226448,0.0,33192741.08226448 
 11/03  18:00:00,26285491.580691328,0.0,26285491.580691328 
 11/03  19:00:00,18752831.289526337,0.0,18752831.289526334 
 11/03  20:00:00,16772092.40304857,0.0,16772092.40304857 
 11/03  21:00:00,16772092.40304857,0.0,16772092.40304857 
 11/03  22:00:00,14989427.405195989,0.0,14989427.405195989 
 11/03  23:00:00,13999057.961957103,0.0,13999057.961957103 
 11/03  24:00:00,17742654.45740009,0.0,17742654.457400085 
 11/04  01:00:00,13999057.961957103,0.0,13999057.961957103 
 11/04  02:00:00,13999057.961957103,0.0,13999057.961957103 
 11/04  03:00:00,13999057.961957103,0.0,13999057.961957103 
 11/04  04:00:00,13999057.961957103,0.0,13999057.961957103 
 11/04  05:00:00,13999057.961957103,0.0,13999057.961957103 
 11/04  06:00:00,13999057.961957103,0.0,13999057.961957103 
 11/04  07:00:00,11057857.961957103,0.0,11057857.961957103 
 11/04  08:00:00,8116657.961957103,0.0,8116657.961957103 
 11/04  09:00:00,8116657.961957103,0.0,8116657.961957103 
 11/04  10:00:00,8116657.961957103,0.0,8116657.961957103 
 11/04  11:00:00,8116657.961957103,0.0,8116657.961957103 
 11/04  12:00:00,8116657.961957103,0.0,8116657.961957104 
 11/04  13:00:00,8116657.961957103,0.0,8116657.961957104 
 11/04  14:00:00,8116657.961957103,0.0,8116657.961957104 
 11/04  15:00:00,8116657.961957103,0.0,8116657.961957103 
 11/04  16:00:00,8116657.961957103,0.0,8116657.961957103 
 11/04  17:00:00,11057857.961957103,0.0,11057857.961957103 
 11/04  18:00:00,13999057.961957103,0.0,13999057.961957103 
 11/04  19:00:00,13999057.961957103,0.0,13999057.961957103 
 11/04  20:00:00,13999057.961957103,0.0,13999057.961957103 
 11/04  21:00:00,13999057.961957103,0.0,13999057.961957103 
 11/04  22:00:00,13999057.961957103,0.0,13999057.961957103 
 11/04  23:00:00,13999057.961957103,0.0,13999057.961957103 
 11/04  24:00:00,13999057.961957103,0.0,13999057.961957103 
 11/05  01:00:00,13999057.961957103,0.0,13999057.961957103 
 11/05  02:00:00,13999057.961957103,0.0,13999057.961957103 
 11/05  03:00:00,13999057.961957103,0.0,13999057.961957103 
 11/05  04:00:00,13999057.961957103,0.0,13999057.961957103 
 11/05  05:00:00,13999057.961957103,0.0,13999057.961957103 
 11/05  06:00:00,13999057.961957103,0.0,13999057.961957103 
 11/05  07:00:00,11057857.961957103,0.0,11057857.961957103 
 11/05  08:00:00,8116657.961957103,0.0,8116657.961957104 
 11/05  09:00:00,8116657.961957103,0.0,8116657.961957104 
 11/05  10:00:00,8116657.961957103,0.0,8116657.961957104 
 11/05  11:00:00,8116657.961957103,0.0,8116657.961957104 
 11/05  12:00:00,8116657.961957103,0.0,8116657.961957104 
 11/05  13:00:00,8116657.961957103,0.0,8116657.961957104 
 11/05  14:00:00,8116657.961957103,0.0,8116657.961957104 
 11/05  15:00:00,8116657.961957103,0.0,8116657.961957104 
 11/05  16:00:00,8116657.961957103,0.0,8116657.961957104 
 11/05  17:00:00,11057857.961957103,0.0,11057857.961957103 
 11/05  18:00:00,13999057.961957103,0.0,13999057.961957103 
 11/05  19:00:00,13999057.961957103,0.0,13999057.961957103 
 11/05  20:00:00,13999057.961957103,0.0,13999057.961957103 
 11/05  21:00:00,13999057.961957103,0.0,13999057.961957103 
 11/05  22:00:00,13999057.961957103,0.0,13999057.961957103 
 11/05  23:00:00,13999057.961957103,0.0,13999057.961957103 
 11/05  24:00:00,13999057.961957103,0.0,13999057.961957103 
 11/06  01:00:00,17742654.45740009,0.0,17742654.457400085 
 11/06  02:00:00,17742654.45740009,0.0,17742654.457400085 
 11/06  03:00:00,17742654.45740009,0.0,17742654.457400085 
 11/06  04:00:00,17742654.45740009,0.0,17742654.457400085 
 11/06  05:00:00,17742654.45740009,0.0,17742654.457400085 
 11/06  06:00:00,18733023.90063898,0.0,18733023.900638977 
 11/06  07:00:00,27067438.8391586,0.0,27067438.839158596 
 11/06  08:00:00,27771091.914048286,0.0,27771091.914048289 
 11/06  09:00:00,39893562.22363258,0.0,39893562.22363258 
 11/06  10:00:00,39893562.22363258,0.0,39893562.22363258 
 11/06  11:00:00,39893562.22363258,0.0,39893562.22363258 
 11/06  12:00:00,39893562.22363258,0.0,39893562.22363258 
 11/06  13:00:00,37164104.03806623,0.0,37164104.03806623 
 11/06  14:00:00,39929064.14107183,0.0,39929064.14107183 
 11/06  15:00:00,40171138.04742631,0.0,40171138.04742631 
 11/06  16:00:00,40229727.65765979,0.0,40229727.65765979 
 11/06  17:00:00,43078795.56734555,0.0,43078795.56734555 
 11/06  18:00:00,33893063.26987612,0.0,33893063.26987612 
 11/06  19:00:00,26285491.580691328,0.0,26285491.580691328 
 11/06  20:00:00,18752831.289526337,0.0,18752831.289526334 
 11/06  21:00:00,16772092.40304857,0.0,16772092.40304857 
 11/06  22:00:00,16772092.40304857,0.0,16772092.40304857 
 11/06  23:00:00,14989427.405195989,0.0,14989427.405195989 
 11/06  24:00:00,13999057.961957103,0.0,13999057.961957103 
 11/07  01:00:00,17742654.45740009,0.0,17742654.457400085 
 11/07  02:00:00,17742654.45740009,0.0,17742654.457400085 
 11/07  03:00:00,17742654.45740009,0.0,17742654.457400085 
 11/07  04:00:00,17742654.45740009,0.0,17742654.457400085 
 11/07  05:00:00,17742654.45740009,0.0,17742654.457400085 
 11/07  06:00:00,18733023.90063898,0.0,18733023.900638977 
 11/07  07:00:00,23989289.356616305,0.0,23989289.3566163 
 11/07  08:00:00,25660625.890372524,0.0,25660625.890372524 
 11/07  09:00:00,39893562.22363258,0.0,39893562.22363258 
 11/07  10:00:00,39893562.22363258,0.0,39893562.22363258 
 11/07  11:00:00,39893562.22363258,0.0,39893562.22363258 
 11/07  12:00:00,39958481.85748357,0.0,39958481.85748357 
 11/07  13:00:00,37252348.08413755,0.0,37252348.08413755 
 11/07  14:00:00,41142883.350733648,0.0,41142883.350733648 
 11/07  15:00:00,41633083.15289866,0.0,41633083.152898658 
