Date/Time,Baseline - Electricity:Facility [J](Hourly),Baseline - Gas:Facility [J](Hourly) ,Calibrating - Electricity:Facility [J](Hourly),Calibrating - Gas:Facility [J](Hourly) ,Target - Electricity:Facility [J](Hourly),Target - Gas:Facility [J](Hourly) 
 12/11  19:00:00,73068762.18,48247490.28,78037239.26,81915137.47,74647423.82,123600499
 12/11  20:00:00,73068762.18,79573201.94,78037239.26,128813199.7,74647423.82,201136321.2
 12/11  21:00:00,59192392.51,96996586.65,62773232.63,151288644.3,60877444.67,231454115.7
 12/11  22:00:00,59192392.51,103613158.5,62773232.63,160672867.5,60877444.67,246375330.6
 12/11  23:00:00,45316022.84,112391496.4,47509226,164694963.5,47107465.53,255563884.8
 12/11  24:00:00,38377838.01,119036328.3,39877222.68,172803281.3,40222475.95,265106210.3
 12/12  01:00:00,34633452.83,3270783.171,35327271.32,3636369.786,34580257.57,3458751.464
 12/12  02:00:00,34633452.83,1671509.803,35327271.32,1854316.487,34580257.57,1765302.676
 12/12  03:00:00,34633452.83,1671428.274,35327271.32,1854225.708,34580257.57,3458689.406
 12/12  04:00:00,34633452.83,3270785.807,35327271.32,3636372.582,34580257.57,3458372.803
 12/12  05:00:00,34633452.83,1671353.04,35327271.32,1854141.898,34580257.57,1765213.818
 12/12  06:00:00,38377838.01,87178530.91,39877222.68,116739834.8,40222475.95,146385255.8
 12/12  07:00:00,45316022.84,83697258.22,47509226,122005905.7,47107465.53,137369837.7
 12/12  08:00:00,31468388.84,76199789.02,33661592,111947010.2,33259831.53,127375417.1
 12/12  09:00:00,45373494.18,77207343.67,50341971.26,136210714.2,46952155.82,140129081.6
 12/12  10:00:00,45373494.18,66762888.27,50341971.26,121504629.2,46952155.82,120016267.8
 12/12  11:00:00,45373494.18,53902090.2,50341971.26,104494887.9,46952155.82,100627958.7
 12/12  12:00:00,45373494.18,42512400.91,50341971.26,87605831.8,46952155.82,80319957.08
 12/12  13:00:00,24558939.68,28885060.08,27445961.31,50739185.59,26297187.1,47682060.8
 12/12  14:00:00,24558939.68,24156966.96,27445961.31,45200271.13,26297187.1,38540294.39
 12/12  15:00:00,24558939.68,18363664.5,27445961.31,37757702.05,26297187.1,32068918.56
 12/12  16:00:00,24558939.68,16924323.86,27445961.31,35370278,26297187.1,30022110.36
 12/12  17:00:00,33790695.68,19454360.68,36677717.31,37729109.42,35528943.1,31623244.2
 12/12  18:00:00,38377838.01,23102382.27,39877222.68,37762146.41,40222475.95,34463541.27
 12/12  19:00:00,38377838.01,24534088.03,39877222.68,39130906.87,40222475.95,37516946.14
 12/12  20:00:00,34633452.83,1671372.624,35327271.32,1854210.92,34580257.57,1765285.654
 12/12  21:00:00,34633452.83,3270782.92,35327271.32,3636368.61,34580257.57,1765263.232
 12/12  22:00:00,34633452.83,1671261.42,35327271.32,1854039.753,34580257.57,3458670.2
 12/12  23:00:00,34633452.83,1671321.808,35327271.32,1854106.617,34580257.57,1765141.786
 12/12  24:00:00,34633452.83,1671247.057,35327271.32,1854023.505,34580257.57,3458258.254
 12/13  01:00:00,34633452.83,1671291.565,35327271.32,1854072.884,34580257.57,1765062.138
 12/13  02:00:00,34633452.83,1671194.601,35327271.32,1853965.078,34580257.57,1765066.358
 12/13  03:00:00,34633452.83,1671243.166,35327271.32,1854019.087,34580257.57,1765070.481
 12/13  04:00:00,34633452.83,1671286.411,35327271.32,1854067.138,34580257.57,1765072.328
 12/13  05:00:00,34633452.83,1671181.271,35327271.32,1853950.255,34580257.57,3458146.285
 12/13  06:00:00,38377838.01,18837680.58,39877222.68,32267475.97,40222475.95,23616682.41
 12/13  07:00:00,38377838.01,16825894.33,39877222.68,31071797.5,40222475.95,23570595.83
 12/13  08:00:00,29146082.01,15965922.05,30645466.68,29614344.88,30990719.95,22083048.71
 12/13  09:00:00,10682570.01,15012224.18,12181954.68,28256078.97,12527207.95,22084272.46
 12/13  10:00:00,10682570.01,11270735.69,12181954.68,23697210.92,12527207.95,13998756.39
 12/13  11:00:00,10682570.01,5033791.987,12181954.68,16470286.37,12527207.95,4314654.068
 12/13  12:00:00,11424760.27,1671353.156,12181954.68,7794449.55,14249495.42,1765247.323
 12/13  13:00:00,12957700.37,1671291.783,12884181.13,1854073.147,16457063.34,3458367.12
 12/13  14:00:00,14209844.76,1671265.399,14783249.85,1854044.053,18216095.02,1765220.574
 12/13  15:00:00,14960513.55,1671278.007,15920158.08,1854057.736,19054889.73,1765054.651
 12/13  16:00:00,15002315.13,1671238.689,16030182.56,1854013.803,18845604.08,1765007.132
 12/13  17:00:00,23788803.45,1671265.684,24683415.62,1854043.276,27267456.22,3458249.692
 12/13  18:00:00,41398976.97,1671215.996,42070191.75,1853988.731,44435942.49,1765017.862
 12/13  19:00:00,34633452.83,1671209.283,35327271.32,1853981.283,34580257.57,1765078.924
 12/13  20:00:00,34633452.83,1671201.411,35327271.32,1853972.533,34580257.57,1765064.12
 12/13  21:00:00,34633452.83,1671189.725,35327271.32,1853959.525,34580257.57,1765037.549
 12/13  22:00:00,34633452.83,1671257.304,35327271.32,1854034.903,34580257.57,1765139.426
 12/13  23:00:00,34633452.83,1671225.185,35327271.32,1853998.86,34580257.57,3458118.083
 12/13  24:00:00,34633452.83,1671199.797,35327271.32,1853970.652,34580257.57,1765001.043
 12/14  01:00:00,34633452.83,1671193.826,35327271.32,1853964.104,34580257.57,1765103.79
 12/14  02:00:00,34633452.83,1671182.162,35327271.32,1853951.108,34580257.57,1765097.756
 12/14  03:00:00,34633452.83,1671174.886,35327271.32,1853943.022,34580257.57,1765093.391
 12/14  04:00:00,34633452.83,1671166.096,35327271.32,1853933.227,34580257.57,1765085.208
 12/14  05:00:00,34633452.83,1671261.043,35327271.32,1854038.583,34580257.57,3458105.724
 12/14  06:00:00,49152927.31,1671202.117,49528704.68,1853973.481,49222158.35,1765229.082
 12/14  07:00:00,48914434.88,1671242.613,49007544.44,1854018.45,48642679.43,1765124.581
 12/14  08:00:00,71327307.88,3270854.393,75030185.73,3636449.132,72899769.7,3459338.753
 12/14  09:00:00,117757791.5,3271320.222,119512271,4870216.482,114804700.9,6848810.952
 12/14  10:00:00,120884703.3,3271819.292,123339175.6,3637567.757,121379346.4,5155753.967
 12/14  11:00:00,122109371.8,3271946.929,124044232.1,3637667.431,118352671.3,6849685.129
 12/14  12:00:00,123145829,3272083.823,125268542.3,3637820.179,124161251.9,6851055.992
 12/14  13:00:00,127752488,4872757.799,139867911.1,5421434.136,129445110.3,8547929.251
 12/14  14:00:00,127259670.8,4872517.096,134102211.7,5421168.474,128241849.9,6852022.08
 12/14  15:00:00,128980642.1,3271351.476,137297149.8,3637003.663,133221348.4,5154730.01
 12/14  16:00:00,129538460.2,1671584.75,138520322.1,1854400.445,133795532.6,5154663.343
 12/14  17:00:00,138861445,4871951.753,147824108.2,5420535.935,141147875.4,6850076.467
 12/14  18:00:00,108124831.8,1671544.059,118838639.9,1854354.948,112660355,5153695.248
 12/14  19:00:00,90804756.32,3271085.084,99684918.28,3636749.268,97364750.38,3459213.752
 12/14  20:00:00,89218943.58,1671330.392,97022967.13,1854116.724,94657296.82,3458824.154
 12/14  21:00:00,71729877.42,3271025.23,76152639.19,3636638.826,73892984.98,3459078.167
 12/14  22:00:00,68522249.2,1671232.713,71189416.85,1854007.748,67274524.92,1765304.214
 12/14  23:00:00,51172302.23,1671253.428,51793174.78,1854030.623,48184306.91,4508279.834
 12/14  24:00:00,41314396.2,1671305.965,40245727.94,1854089.01,40222475.95,17608929.72
 12/15  01:00:00,34633452.83,1671224.956,35327271.32,1853999.015,34580257.57,1765141.271
 12/15  02:00:00,34633452.83,1671295.999,35327271.32,1854078.014,34580257.57,1765168.668
 12/15  03:00:00,34633452.83,1671214.691,35327271.32,1853987.604,34580257.57,3458213.477
 12/15  04:00:00,34633452.83,1671284.367,35327271.32,1854065.081,34580257.57,1765154.977
 12/15  05:00:00,34633452.83,1671201.986,35327271.32,1853973.46,34580257.57,1765063.456
 12/15  06:00:00,45316022.84,5711606.026,47509226,19957871.17,47107465.53,49772027.49
 12/15  07:00:00,45316022.84,11311624.35,47509226,31557109.42,47107465.53,54237242.53
 12/15  08:00:00,65431701.63,1992405.547,68805483.26,16193614.09,65415667.82,27073204.07
 12/15  09:00:00,107435883.6,12522811.52,118610599.6,102353537.8,105272079.3,68056696.45
 12/15  10:00:00,107435883.6,9449312.438,118610599.6,102559472.8,105272079.3,40024570.87
 12/15  11:00:00,107435883.6,4003278.19,118610599.6,98356004.86,105272079.3,76183681.49
 12/15  12:00:00,108224825.6,3272482.065,118610599.6,95693656.44,105272079.3,30376926.35
 12/15  13:00:00,116169357.8,4873214.942,118610599.6,14611715.17,107261154,8547931.795
 12/15  14:00:00,109136933,4872635.775,118610599.6,98944816.5,105272079.3,65784605.9
 12/15  15:00:00,109528898.3,3271386.28,118610599.6,94698115.19,105272079.3,26382122.31
 12/15  16:00:00,109802472.8,3271763.79,118610599.6,91279479.44,105272079.3,22585284.01
 12/15  17:00:00,118454517.4,4872401.377,127842355.6,94255413.35,114503835.3,60635778.41
 12/15  18:00:00,94693630.13,3271471.066,95658610.42,3637138.527,87791147.1,8252530.344
 12/15  19:00:00,79458115.67,1671440.994,82868425.89,1854240.387,76820214.56,5153644.168
 12/15  20:00:00,75766995.38,3270979.918,78252062.5,8769949.75,74680640.07,31377675.22
 12/15  21:00:00,59426894.81,1671440.334,62773232.63,19176920.88,60877444.67,46978976.14
 12/15  22:00:00,59192392.51,6361386.653,62773232.63,26306843.38,60877444.67,53809865.45
 12/15  23:00:00,45316022.84,10939552.06,47509226,28742441.09,47107465.53,59602554.91
 12/15  24:00:00,38377838.01,19064523.28,39877222.68,38883287.82,40222475.95,72118670.71
 12/16  01:00:00,34633452.83,1671260.091,35327271.32,1854038.222,34580257.57,1765162.328
 12/16  02:00:00,34633452.83,1671378.03,35327271.32,1853990.038,34580257.57,3458371.288
 12/16  03:00:00,34633452.83,1671338.79,35327271.32,1854125.855,34580257.57,1765211.711
 12/16  04:00:00,34633452.83,1671297.315,35327271.32,1854079.743,34580257.57,1765153.116
 12/16  05:00:00,34633452.83,1671254.114,35327271.32,1854031.684,34580257.57,3458358.111
 12/16  06:00:00,45316022.84,41566097.37,47509226,66396787.4,47107465.53,109792902.8
 12/16  07:00:00,45316022.84,43150854.89,47509226,73015964.13,47107465.53,114570682
 12/16  08:00:00,63837006.18,25556833.37,68805483.26,55090592.75,65415667.82,73896674.48
 12/16  09:00:00,107435883.6,38550002.04,118610599.6,137785869.9,105272079.3,110240473.2
 12/16  10:00:00,107435883.6,18502628.72,118610599.6,105749549,105272079.3,54328693.68
 12/16  11:00:00,109770655.3,3272209.649,118610599.6,63520775.63,105272079.3,43784475.29
 12/16  12:00:00,115269950,4872796.546,118610599.6,25414676.2,112092847.7,6852470.595
 12/16  13:00:00,123261036.9,4872950.125,133031485.5,5421648.438,122324509.6,8549283.451
 12/16  14:00:00,124554604.1,3272353.176,132063025.2,3638120.61,124550973.9,6852236.141
 12/16  15:00:00,126428849.1,3271749.146,135036086.8,3637446.38,129122343.7,6849659.103
 12/16  16:00:00,126813725.1,3271692.89,136093514.3,3637382.741,129425198.9,5155264.636
 12/16  17:00:00,134600509.7,3272299.623,142791606.3,3638059.267,134454688.4,6851600.25
 12/16  18:00:00,102707264,3271410.328,110527396.6,3637100.337,102637033.9,3460093.831
 12/16  19:00:00,84876923.56,3271028.605,91618296.05,3636663.088,86627241.9,5153095.593
 12/16  20:00:00,81984316.12,1671432.476,87369566.87,1854230.544,81510080.28,1765570.096
 12/16  21:00:00,65382898.3,1671407.733,68503633.36,1854203.113,63808365.62,3459257.393
 12/16  22:00:00,64258889.97,1671351.207,66764093.12,1854139.59,61614211.31,3458511.937
 12/16  23:00:00,48364649.98,1671250.836,49236617.97,1854027.784,47107465.53,11001162.31
 12/16  24:00:00,39423762.09,3270473.153,39877222.68,7771915.826,40222475.95,25623312.35
 12/17  01:00:00,34633452.83,1671243.933,35327271.32,1854020.169,34580257.57,3458313.193
 12/17  02:00:00,34633452.83,1671305.644,35327271.32,1854088.775,34580257.57,1765139.973
 12/17  03:00:00,34633452.83,1671234.608,35327271.32,1854009.862,34580257.57,1765172.474
 12/17  04:00:00,34633452.83,1671328.271,35327271.32,1854114.04,34580257.57,1765103.316
 12/17  05:00:00,34633452.83,1671270.397,35327271.32,1854049.717,34580257.57,3458232.836
 12/17  06:00:00,45316022.84,23557689.5,47509226,41472003.9,47107465.53,80019619.27
 12/17  07:00:00,45316022.84,29457362.74,47509226,53843101.23,47107465.53,90340755.66
 12/17  08:00:00,63837006.18,16105891.94,68805483.26,42015657.92,65415667.82,58917669.86
 12/17  09:00:00,107435883.6,30725172.59,118610599.6,128476919.2,105272079.3,57270868.82
 12/17  10:00:00,107727184.3,9978024.543,118610599.6,92974317.71,105272079.3,73014268.23
 12/17  11:00:00,112955714.8,4872306.605,118610599.6,44650435.05,106278056.7,15152282.73
 12/17  12:00:00,118864710.6,3272417.312,120966137.1,6169540.499,116363684.9,6852396.949
 12/17  13:00:00,126138233.8,4873145.343,137726140.5,5421865.612,126919764.3,8549246.751
 12/17  14:00:00,126716251.5,3272107.012,134896935.5,3637846.273,128120891.5,6852727.847
 12/17  15:00:00,127609569.8,3271895.613,136185390.3,3637608.958,130020280.1,5155453.889
 12/17  16:00:00,127260075,3271644.117,136148451.7,3637328.723,128689095.7,6849544.923
 12/17  17:00:00,134916982.7,4872233.045,142098755.1,5420848.304,136196513.7,5156787.308
 12/17  18:00:00,104381243.1,1671718.388,113019052.9,1854549.272,104209748.5,5153948.552
 12/17  19:00:00,87144780.52,3270954.157,94646557.52,3636722.259,90262034.1,3459397.494
 12/17  20:00:00,84447271.35,1671325.601,90437300.51,1854111.523,85086932.07,3459014.654
 12/17  21:00:00,68085481.45,3270940.303,71893146.21,3636545.116,67714667.12,3458920.335
 12/17  22:00:00,67250936.46,1671232.461,70745017.55,1854007.471,66471286.51,3458378.706
 12/17  23:00:00,52026258.44,1671199.291,54178712.18,1853970.318,51127196.52,1765106.52
 12/17  24:00:00,44010890.02,1671197.161,45092164.88,1853967.946,42845586.61,1765102.651
 12/18  01:00:00,34633452.83,1671202.974,35327271.32,1853974.427,34580257.57,1765102.498
 12/18  02:00:00,34633452.83,1671202.931,35327271.32,1853974.354,34580257.57,1765101.542
 12/18  03:00:00,34633452.83,1671186.876,35327271.32,1853956.453,34580257.57,3458164.514
 12/18  04:00:00,34633452.83,1671168.428,35327271.32,1853935.931,34580257.57,1765059.123
 12/18  05:00:00,34633452.83,1671158.393,35327271.32,1853924.785,34580257.57,1765048.652
 12/18  06:00:00,50910641.28,1671269.638,52104101.8,1854048.747,48975279.95,1765206.803
 12/18  07:00:00,50053164.38,1671304.73,50642577.78,1854087.62,48273052.58,3458298.191
 12/18  08:00:00,72032345.66,1671420.054,76206931.22,1854216.803,72580662.89,3459428.989
 12/18  09:00:00,117138352.4,3271682.01,118610599.6,8265353.828,115926679.9,5154971.491
 12/18  10:00:00,118316914.3,3271808.114,118610599.6,10584553.17,113611124.9,6849675.806
 12/18  11:00:00,119562361.3,4871923.389,118610599.6,8588826.229,115310772.6,5155481.603
 12/18  12:00:00,121204405.6,3272302.47,120644185.1,3637528.437,116164069.3,6850874.857
 12/18  13:00:00,125435910.6,4872489.948,134415272.8,5421495.19,124721420.9,8548390.477
 12/18  14:00:00,120443305.6,4872650.716,118610599.6,10166421.21,114610765.3,8547520.455
 12/18  15:00:00,120239875.2,3271674.916,118610599.6,13892926.77,111463204.8,5154206.319
 12/18  16:00:00,120018914.6,3271727.304,118610599.6,17389527.72,118692855.2,5154992.57
 12/18  17:00:00,123373676.1,3272050.504,123226477.6,25654302.3,119392668.5,6851501.689
 12/18  18:00:00,101454574.9,3271321.46,106292726.1,3636971.184,92772563.81,5154236.774
 12/18  19:00:00,85525074.61,1671604.688,91865474.72,1854422.705,87219080.61,5153134.389
 12/18  20:00:00,82961822.74,3270980.238,87599369.4,3636588.873,81842047.53,1765603.199
 12/18  21:00:00,66068772.35,1671433.076,67947499.37,1854231.405,62700480.73,5152798.902
 12/18  22:00:00,64998388,1671236.683,66435112.08,1854012.385,61026836.14,2275851.47
 12/18  23:00:00,49192632.58,3270492.254,49212597.61,3636045.192,47107465.53,12265231.6
 12/18  24:00:00,40415381.67,1671251.464,39877222.68,4664024.514,40222475.95,23512460.45
 12/19  01:00:00,34633452.83,1671303.662,35327271.32,1854086.563,34580257.57,3458326.168
 12/19  02:00:00,34633452.83,1671213.071,35327271.32,1853985.883,34580257.57,1765084.766
 12/19  03:00:00,34633452.83,1671275.468,35327271.32,1854055.274,34580257.57,1765116.481
 12/19  04:00:00,34633452.83,1671334.719,35327271.32,1853958.989,34580257.57,1765147.345
 12/19  05:00:00,34633452.83,1671254.285,35327271.32,1854031.833,34580257.57,3458256.893
 12/19  06:00:00,42376179.44,1671256.476,43370036.2,1854034.503,44114030.93,1765318.449
 12/19  07:00:00,48437475.69,1671380.787,48406696.12,1853794.848,49249315.59,3458479.136
 12/19  08:00:00,39062293.25,3270791.96,39116510.26,3636379.959,39965299.32,1765468.979
 12/19  09:00:00,49048905.98,1671349.071,50341971.26,8869075.36,48357308.55,3459037.733
 12/19  10:00:00,50464954.69,3271356.231,50413607.43,4254218.202,50535645.68,5153542.522
 12/19  11:00:00,52098069.43,1671606.325,52471228.22,1854423.981,53015504.67,3459723.534
 12/19  12:00:00,53485670.53,3271481.219,54356498.61,3637147.296,54922174.81,5154023.294
 12/19  13:00:00,33763884.6,1671603.14,36751962.21,1854421.046,37612059.61,3459616.002
 12/19  14:00:00,34718519.52,3271213.021,37940354.83,3636848.211,39174658.29,3459576.088
 12/19  15:00:00,35352275.3,1671530.884,38736152.05,1854339.503,39849879.82,3459206.2
 12/19  16:00:00,34628563.85,3270953.437,37729581.72,3636557.723,38478817.96,3459059.916
 12/19  17:00:00,38031216.01,1671524.644,40753760.9,1854332.563,41230928.87,3459269.973
 12/19  18:00:00,44883813.89,1671304.95,46356933.45,1854088.317,47785485.67,1765144.985
 12/19  19:00:00,43646384.93,1671251.361,44802853.27,1854028.716,46226272.13,1765243.613
 12/19  20:00:00,34633452.83,1671358.838,35327271.32,1854148.197,34580257.57,3458359.232
 12/19  21:00:00,34633452.83,3270611.986,35327271.32,3636179.054,34580257.57,1765269.435
 12/19  22:00:00,34633452.83,1671357.252,35327271.32,1854146.769,34580257.57,3458745.746
 12/19  23:00:00,34633452.83,1671256.301,35327271.32,1854034.185,34580257.57,1765166.417
 12/19  24:00:00,34633452.83,1671354.95,35327271.32,1854143.821,34580257.57,1765087.634
 12/20  01:00:00,34633452.83,1671266.118,35327271.32,1854045.003,34580257.57,3458221.662
 12/20  02:00:00,34633452.83,1671324.142,35327271.32,1854109.424,34580257.57,1765122.286
 12/20  03:00:00,34633452.83,1671235.737,35327271.32,1854011.205,34580257.57,1765128.563
 12/20  04:00:00,34633452.83,1671291.591,35327271.32,1854073.269,34580257.57,1765134.522
 12/20  05:00:00,34633452.83,1671200.471,35327271.32,1853971.978,34580257.57,3458178.964
 12/20  06:00:00,39173360.42,3715182.647,39877222.68,6475299.811,40942576.59,1765265.053
 12/20  07:00:00,38801654.78,1671289.956,39877222.68,9072651.591,40222475.95,1765065.1
 12/20  08:00:00,29534318.12,1671200.596,30645466.68,9001804.35,30990719.95,1765073.928
 12/20  09:00:00,11079265.91,1671253.076,12181954.68,8999005.76,12527207.95,3458176.286
 12/20  10:00:00,11746450.66,1671322.566,12181954.68,5889790.945,13625535.02,1765163.219
 12/20  11:00:00,12999805.48,1671300.004,12636595.87,1854081.933,15492812.16,1765157.333
 12/20  12:00:00,14201926.35,1671278.881,14262258.11,1854059.33,17154336.53,1765187.024
 12/20  13:00:00,15034844.63,1671195.317,15463954.38,1853966.406,18243030.31,3458268.321
 12/20  14:00:00,15983151.97,1671352.047,16842303.8,1854141.911,19622702.7,1765270.854
 12/20  15:00:00,16131330.47,1671339.764,17129807.03,1854125.816,19597438.3,1765229.351
