Date/Time,Baseline - Electricity:Facility [J](Hourly),Baseline - Gas:Facility [J](Hourly) ,Calibrating - Electricity:Facility [J](Hourly),Calibrating - Gas:Facility [J](Hourly) ,Target - Electricity:Facility [J](Hourly),Target - Gas:Facility [J](Hourly) 
 11/29  10:00:00,10682570.01,8759509.796,12181954.68,22455457.01,12527207.95,11031017.64
 11/29  11:00:00,11190339.73,1875879.082,12181954.68,12022187.22,13257335.62,2127499.243
 11/29  12:00:00,13552138.26,1671363.932,12800415.25,2497920.402,16597265.99,3458607.519
 11/29  13:00:00,15119011.93,1671343.802,14942589.56,1854130.686,18600458.31,1765184.451
 11/29  14:00:00,15957014.11,1671373.053,16220345.17,1854163.411,19587005.65,3458513.229
 11/29  15:00:00,16159223.04,1671305.98,16667251.68,1854088.585,19694772.61,1765079.928
 11/29  16:00:00,15724522.79,1671301.347,16296279.46,1854082.799,18965059.07,1765165.463
 11/29  17:00:00,19013022.32,1671316.909,19338588.33,1854099.991,21650769.78,1765169.911
 11/29  18:00:00,40323055.61,1671310.804,40305364.61,2130795.583,42184338.98,3458372.881
 11/29  19:00:00,34633452.83,3270615.544,35327271.32,3636198.629,34580257.57,1765078.058
 11/29  20:00:00,34633452.83,1671210.528,35327271.32,1853982.401,34580257.57,1765106.757
 11/29  21:00:00,34633452.83,1671296.654,35327271.32,1854078.228,34580257.57,1765128.981
 11/29  22:00:00,34633452.83,1671332.182,35327271.32,1854117.948,34580257.57,3458576.26
 11/29  23:00:00,34633452.83,1671255.495,35327271.32,1854032.456,34580257.57,1765084.13
 11/29  24:00:00,34633452.83,1671362.413,35327271.32,1854151.425,34580257.57,1765125.63
 11/30  01:00:00,34633452.83,1671344.693,35327271.32,1854131.805,34580257.57,3458344.986
 11/30  02:00:00,34633452.83,3270522.076,35327271.32,3636077.284,34580257.57,1765171.713
 11/30  03:00:00,34633452.83,1671314.856,35327271.32,1854098.479,34580257.57,1765082.944
 11/30  04:00:00,34633452.83,1671254.981,35327271.32,1854031.877,34580257.57,1765129.109
 11/30  05:00:00,34633452.83,1671341.742,35327271.32,1854128.376,34580257.57,3458256.772
 11/30  06:00:00,45316022.84,32994014.2,47509226,55046805.4,47107465.53,85311332.31
 11/30  07:00:00,45316022.84,30472036.26,47509226,54179761.17,47107465.53,79805332.98
 11/30  08:00:00,54605250.18,11318172.69,59573727.26,32751902.39,56183911.82,39394522.14
 11/30  09:00:00,107528402.4,7604930.587,118610599.6,71660628.03,105272079.3,43539819.94
 11/30  10:00:00,109449206.7,3271903.45,118610599.6,57678715.91,105272079.3,10716650.59
 11/30  11:00:00,112361536,3271993.473,118610599.6,41234391.72,105272079.3,18857157.98
 11/30  12:00:00,114639818.8,3272312.549,118610599.6,30515665.94,111421444.3,6850911.064
 11/30  13:00:00,120189600.1,4872734.727,126634344.7,5421406.535,116816123.2,8546374.347
 11/30  14:00:00,116462199.5,4872594.832,118610599.6,24839446.74,108678572.7,6852732.862
 11/30  15:00:00,115649038.6,3271863.643,118610599.6,33023427.04,111514755.2,5155163.024
 11/30  16:00:00,114286120.4,3271789.553,118610599.6,47449420.97,109690348,5154860.832
 11/30  17:00:00,117014622.4,3272103.005,123226477.6,63600981.69,109887957.3,30980482.09
 11/30  18:00:00,95685675.64,3271384.78,97608838.75,3637232.404,89107739.06,5153908.954
 11/30  19:00:00,79913601.49,3271126.54,83853398.07,3636751.364,78237696.32,3459340.889
 11/30  20:00:00,76173367.16,1671564.632,78427223.08,4164178.126,74748956.26,25008575.27
 11/30  21:00:00,59542934.5,1671580.708,62773232.63,16221633.13,60877444.67,41748192.39
 11/30  22:00:00,59192392.51,3270746.462,62773232.63,19054839.44,60877444.67,41656463.38
 11/30  23:00:00,45316022.84,2623918.348,47509226,15817096.2,47107465.53,37592262.14
 11/30  24:00:00,38377838.01,4261560.134,39877222.68,16206764.33,40222475.95,34922962.64
 12/01  01:00:00,34633452.83,1671238.856,35327271.32,1854013.714,34580257.57,1765122.692
 12/01  02:00:00,34633452.83,1671234.911,35327271.32,1854009.283,34580257.57,3458205.912
 12/01  03:00:00,34633452.83,1671216.74,35327271.32,1853989.033,34580257.57,1765076.613
 12/01  04:00:00,34633452.83,1671185.264,35327271.32,1853953.994,34580257.57,1765049.99
 12/01  05:00:00,34633452.83,1671151.958,35327271.32,1853916.938,34580257.57,1765019.708
 12/01  06:00:00,50978764.1,1671217.092,51618432.19,1853989.549,50596753.89,1765117.663
 12/01  07:00:00,52186745.78,1671198.013,53853889.14,1853968.221,53794700.61,3458274.658
 12/01  08:00:00,66799269.58,1671447.778,73202341.95,1854246.791,71201642.89,3459141.008
 12/01  09:00:00,127170289,3271568.171,140072069.3,3637243.347,131477653.3,5155149.502
 12/01  10:00:00,132828589.8,3271806.451,150738519.8,3637508.35,140154863.7,5155259.961
 12/01  11:00:00,134190824.9,3271592.299,151379178,3637270.146,142611831.3,5155509.26
 12/01  12:00:00,133384007.3,3272004.12,147949435.3,3637729.481,140557902.2,6850412.608
 12/01  13:00:00,132805646.2,4872117.673,148497751.1,5421042.363,137905677.5,8546835.95
 12/01  14:00:00,126925104.9,3272461.192,132706880.6,3638238.717,126734832.4,6852042.696
 12/01  15:00:00,123426596.9,3271621.182,124602759.5,3637302.352,123488003,5154865.75
 12/01  16:00:00,120231873.7,3271669.582,119282693.5,8692512.412,118623708.2,5155150.252
 12/01  17:00:00,121717199.7,4872364.208,123226477.6,34452121.66,112266108.9,6851450.012
 12/01  18:00:00,99744175.88,1671772.395,103882577.3,1854608.499,95795989.2,5153935.961
 12/01  19:00:00,83848810.22,3271132.822,89450310.79,3636514.755,84359796.04,3459284.451
 12/01  20:00:00,81011823.01,1671440.754,85015602.32,1854238.991,78434903.36,3459059.13
 12/01  21:00:00,64825692.11,3270747.428,66685487.43,3636328.737,61484799.31,3956995.195
 12/01  22:00:00,63469278.98,1671245.829,64624620.81,1854021.689,60877444.67,12380409.46
 12/01  23:00:00,47542137.82,1671284.108,47684510.63,3495101.544,47107465.53,23337690.57
 12/01  24:00:00,38621320.82,1671196.54,39877222.68,13249364.35,40222475.95,36157074.86
 12/02  01:00:00,34633452.83,1671259.327,35327271.32,1854036.623,34580257.57,1765099.614
 12/02  02:00:00,34633452.83,1671310.732,35327271.32,1854093.735,34580257.57,3458256.705
 12/02  03:00:00,34633452.83,1671217.472,35327271.32,1853989.988,34580257.57,1765139.148
 12/02  04:00:00,34633452.83,1671254.789,35327271.32,1854031.484,34580257.57,1765042.612
 12/02  05:00:00,34633452.83,1671303.426,35327271.32,1854085.591,34580257.57,1765068.122
 12/02  06:00:00,45316022.84,7574100.043,47509226,21775734.24,47107465.53,48217277.83
 12/02  07:00:00,45316022.84,9544557.574,47509226,28896016.28,47107465.53,51993756.27
 12/02  08:00:00,60871059.24,1952473.523,64189605.26,14770256.04,60799789.82,24829654.69
 12/02  09:00:00,107435883.6,7785089.998,118610599.6,90865062.99,105272079.3,58208863.36
 12/02  10:00:00,108226184.8,3272001.792,118610599.6,82277746.44,105272079.3,25795030.85
 12/02  11:00:00,109990983.7,4871855.713,118610599.6,73963379.05,105272079.3,50009110.96
 12/02  12:00:00,112140074.6,3272302.387,118610599.6,57570708.54,106466620.5,6852271.995
 12/02  13:00:00,119200876.6,4872913.018,124292138.6,5421604.491,114117627.3,8547348.127
 12/02  14:00:00,115693987.9,4872186.85,118610599.6,33627836.96,106662726.8,6851775.74
 12/02  15:00:00,115769832.4,3271738.421,118610599.6,33565170.49,111490562.6,5154983.073
 12/02  16:00:00,115308311.1,3271663.433,118610599.6,36436591.85,111255224.4,5154859.907
 12/02  17:00:00,123218311.8,3272185.471,127842355.6,46191138.35,114503835.3,14313711.23
 12/02  18:00:00,96813582.87,3271404.102,100554060,3637060.013,91997907.26,5153969.847
 12/02  19:00:00,81077283.83,1671617.185,85933908.61,1854435.522,80408215.39,3459559.452
 12/02  20:00:00,77676398.66,3271011.082,80325403.76,3636622.058,74912313.11,13780120.63
 12/02  21:00:00,60732610.34,1671518.178,62773232.63,11064513.01,60877444.67,37633446.23
 12/02  22:00:00,59279916.76,2038962.264,62773232.63,19794512.23,60877444.67,49217756.89
 12/02  23:00:00,45316022.84,9424741.979,47509226,25705718.85,47107465.53,57113785.94
 12/02  24:00:00,38377838.01,18539325.85,39877222.68,36722355.19,40222475.95,67868150.43
 12/03  01:00:00,34633452.83,1671220.176,35327271.32,1853992.961,34580257.57,3458470.918
 12/03  02:00:00,34633452.83,1671325.837,35327271.32,1854110.568,34580257.57,1765080.128
 12/03  03:00:00,34633452.83,1671274.491,35327271.32,1854053.433,34580257.57,1765141.436
 12/03  04:00:00,34633452.83,1671222.814,35327271.32,1853995.908,34580257.57,3458312.795
 12/03  05:00:00,34633452.83,1671335.677,35327271.32,1854121.522,34580257.57,1765174.239
 12/03  06:00:00,45316022.84,29780592.14,47509226,51656615.82,47107465.53,93209424.14
 12/03  07:00:00,45316022.84,32499904.9,47509226,58713059.66,47107465.53,93283996.52
 12/03  08:00:00,59221128.18,11582606.21,64189605.26,36932120.31,60799789.82,53547258.49
 12/03  09:00:00,107435883.6,29530716.66,118610599.6,127538446.7,105272079.3,56609656.27
 12/03  10:00:00,107435883.6,26754241.64,118610599.6,130299404.4,105272079.3,109349011.8
 12/03  11:00:00,107435883.6,20395293.92,118610599.6,125366950.5,105272079.3,90815725.18
 12/03  12:00:00,107435883.6,13084457.07,118610599.6,114498577.1,105272079.3,64896037.68
 12/03  13:00:00,113362441.4,4872798.338,118610599.6,27526262.84,105272079.3,17426672.04
 12/03  14:00:00,107435883.6,5934638.128,118610599.6,97787303.99,105272079.3,61949165.72
 12/03  15:00:00,107435883.6,3271561.061,118610599.6,94999962.45,105272079.3,44344276.59
 12/03  16:00:00,107435883.6,3271654.811,118610599.6,97111585.83,105272079.3,59586343.58
 12/03  17:00:00,116667639.6,5284560.356,127842355.6,102078128.3,114503835.3,48392858.87
 12/03  18:00:00,92414712.63,3271592.73,94684546.58,13256232.43,87607411.28,36621314.97
 12/03  19:00:00,77302585.88,3271149.735,79678156.38,3636958.936,74783718.52,10881854.03
 12/03  20:00:00,73485185.74,2488273.095,78037239.26,20762253.68,74647423.82,49862311.3
 12/03  21:00:00,59192392.51,14137260.8,62773232.63,37018389.32,60877444.67,68147622.39
 12/03  22:00:00,59192392.51,16743339.81,62773232.63,40762243.04,60877444.67,73505371.45
 12/03  23:00:00,45316022.84,22136615.83,47509226,43468863.71,47107465.53,80699975.12
 12/03  24:00:00,38377838.01,28184564.14,39877222.68,51002036.6,40222475.95,87630243.78
 12/04  01:00:00,34633452.83,3270717.597,35327271.32,3636315.091,34580257.57,1765171.116
 12/04  02:00:00,34633452.83,1671300.881,35327271.32,1854083.11,34580257.57,3458276.895
 12/04  03:00:00,34633452.83,1671272.75,35327271.32,1854051.807,34580257.57,1765108.911
 12/04  04:00:00,34633452.83,1671246.694,35327271.32,1854022.801,34580257.57,1765190.333
 12/04  05:00:00,34633452.83,1671387.068,35327271.32,1854178.999,34580257.57,3458324.514
 12/04  06:00:00,45316022.84,46396377.6,47509226,74294194.8,47107465.53,122203262.9
 12/04  07:00:00,45316022.84,47898577.74,47509226,81905073.97,47107465.53,127354432.8
 12/04  08:00:00,59221128.18,30501938.75,64189605.26,66670367.05,60799789.82,90380049.42
 12/04  09:00:00,107435883.6,55573944.36,118610599.6,175378003.9,105272079.3,104254879.1
 12/04  10:00:00,107435883.6,40068614.93,118610599.6,156801516.4,105272079.3,114865809
 12/04  11:00:00,107435883.6,26259764.05,118610599.6,139145132.6,105272079.3,92202055.38
 12/04  12:00:00,107435883.6,14082702.19,118610599.6,124443286.5,105272079.3,86961707.85
 12/04  13:00:00,114917273.7,4872904.796,118610599.6,22407613.28,106968339.4,8548799.221
 12/04  14:00:00,110082252.6,3272806.006,118610599.6,93317445.03,105272079.3,47779344.38
 12/04  15:00:00,110939593.2,3271865.412,118610599.6,87678469.37,105272079.3,56493510.82
 12/04  16:00:00,110473658.5,3271908.738,118610599.6,88355167.63,105272079.3,10847829.07
 12/04  17:00:00,117838454.6,4872565.471,127842355.6,101229305.4,114503835.3,35581946.26
 12/04  18:00:00,92856391.73,3271582.865,94947646.03,9496953.71,87607411.28,52842056.02
 12/04  19:00:00,76989916.72,1671523.292,79921105.41,1854332.872,74756263.99,13100847.16
 12/04  20:00:00,73257608.61,7955798.832,78037239.26,28226335.71,74647423.82,63079427.65
 12/04  21:00:00,59192392.51,19629523.16,62773232.63,43969087.14,60877444.67,85445438.1
 12/04  22:00:00,59192392.51,25355142.33,62773232.63,50673428.25,60877444.67,90699532.7
 12/04  23:00:00,45316022.84,27478401.83,47509226,49206480.92,47107465.53,90933223.29
 12/04  24:00:00,38377838.01,31918570.86,39877222.68,54829849.13,40222475.95,96568047.25
 12/05  01:00:00,34633452.83,1671350.19,35327271.32,1854138.256,34580257.57,3458540.14
 12/05  02:00:00,34633452.83,1671319.147,35327271.32,1854103.73,34580257.57,1765141.776
 12/05  03:00:00,34633452.83,3270530.522,35327271.32,3636087.518,34580257.57,1765204.291
 12/05  04:00:00,34633452.83,1671367.738,35327271.32,1854157.727,34580257.57,3458334.454
 12/05  05:00:00,34633452.83,1671322.962,35327271.32,1854107.925,34580257.57,1765125.787
 12/05  06:00:00,38377838.01,11889827.81,39877222.68,21175983.96,40222475.95,27912756.97
 12/05  07:00:00,45316022.84,11946495.08,47509226,27650090.11,47107465.53,27950731.77
 12/05  08:00:00,31468388.84,11787713.1,33661592,26983643.77,33259831.53,25945968.15
 12/05  09:00:00,45373494.18,8911280.458,50341971.26,40485371.09,46952155.82,33342038.7
 12/05  10:00:00,45373494.18,6680752.317,50341971.26,37952014.74,46952155.82,27105663.07
 12/05  11:00:00,45444179.26,1671673.861,50341971.26,31438754.8,46952155.82,20960248.17
 12/05  12:00:00,46132210.27,3271246.192,50341971.26,29390696.72,46952155.82,17577541.53
 12/05  13:00:00,26451656.98,3271053.133,27445961.31,7134952.512,27260057.54,3459515.01
 12/05  14:00:00,26208568.54,1671616.24,27445961.31,7072627.634,26779661.3,3459270.493
 12/05  15:00:00,26277784.49,3271045.954,27445961.31,7360076.308,27201230.82,3459268.783
 12/05  16:00:00,26684112.94,1671322.649,27445961.31,2209063.845,28005656.04,3458783.597
 12/05  17:00:00,36203099.33,1671469.197,36677717.31,1854271.078,37640244.11,3459083.657
 12/05  18:00:00,39763308.04,1671255.025,39877222.68,1854032.35,41543507.58,1765231.904
 12/05  19:00:00,39952513.4,3270538.426,39877222.68,3636095.99,42011963.42,3458254.803
 12/05  20:00:00,34633452.83,1671344.471,35327271.32,1854131.783,34580257.57,1765194.535
 12/05  21:00:00,34633452.83,1671316.375,35327271.32,1854100.605,34580257.57,1765150.29
 12/05  22:00:00,34633452.83,1671362.363,35327271.32,1854151.929,34580257.57,3458546.04
 12/05  23:00:00,34633452.83,1671273.471,35327271.32,1854052.782,34580257.57,1765175.371
 12/05  24:00:00,34633452.83,1671217.628,35327271.32,1853990.665,34580257.57,3458268.649
 12/06  01:00:00,34633452.83,1671304.368,35327271.32,1854087.106,34580257.57,1765147.566
 12/06  02:00:00,34633452.83,1671238.191,35327271.32,1854013.517,34580257.57,1765058.164
 12/06  03:00:00,34633452.83,3270616.244,35327271.32,3636182.659,34580257.57,1765095.767
 12/06  04:00:00,34633452.83,1671232.187,35327271.32,1854006.875,34580257.57,3458302.551
 12/06  05:00:00,34633452.83,1671351.963,35327271.32,1854140.135,34580257.57,1765090.688
 12/06  06:00:00,38377838.01,14470625.24,39877222.68,25784642.23,40222475.95,22243416.08
 12/06  07:00:00,38377838.01,17401343.07,39877222.68,32672317.63,40222475.95,29490689.2
 12/06  08:00:00,24530204.01,18342428.31,26029588.68,33507353.33,26374841.95,28790767.62
 12/06  09:00:00,10682570.01,19862436.24,12181954.68,35178787.73,12527207.95,28099910.22
 12/06  10:00:00,10682570.01,16849202.14,12181954.68,31854540.58,12527207.95,27309019.26
 12/06  11:00:00,10682570.01,14124033.34,12181954.68,28686456.91,12527207.95,20915771.39
 12/06  12:00:00,10682570.01,8900004.685,12181954.68,22586567.32,12527207.95,12576002.69
 12/06  13:00:00,10682570.01,5498233.462,12181954.68,18582224.11,12527207.95,9650922.406
 12/06  14:00:00,10682570.01,7120076.142,12181954.68,20272090.27,12527207.95,8424977.703
 12/06  15:00:00,10682570.01,6876212.496,12181954.68,19959477.62,12527207.95,12596767.63
 12/06  16:00:00,10682570.01,10660842.29,12181954.68,24144677.75,12527207.95,16932539.89
 12/06  17:00:00,19914326.01,14971227.6,21413710.68,29066343.76,21758963.95,23355962.41
 12/06  18:00:00,38377838.01,18980825.15,39877222.68,33739085.71,40222475.95,30875217.42
 12/06  19:00:00,34633452.83,1671362.696,35327271.32,1854152.494,34580257.57,1765195.273
 12/06  20:00:00,34633452.83,3270679.43,35327271.32,3636253.234,34580257.57,1765127.236
 12/06  21:00:00,34633452.83,1671323.757,35327271.32,1854108.875,34580257.57,3458320.26
 12/06  22:00:00,34633452.83,1671451.185,35327271.32,1854250.928,34580257.57,1765233.835
 12/06  23:00:00,34633452.83,1671425.22,35327271.32,1854221.39,34580257.57,3458606.32
 12/06  24:00:00,34633452.83,3270943.826,35327271.32,3636547.279,34580257.57,1765297.828
 12/07  01:00:00,34633452.83,1671387.345,35327271.32,1854179.912,34580257.57,3458569.657
 12/07  02:00:00,34633452.83,1671513.963,35327271.32,1854320.872,34580257.57,1765203.923
 12/07  03:00:00,34633452.83,3270791.38,35327271.32,3636378.438,34580257.57,3458506.495
 12/07  04:00:00,34633452.83,1671503.214,35327271.32,1854308.941,34580257.57,1765306.965
 12/07  05:00:00,34633452.83,3270794.147,35327271.32,3636381.546,34580257.57,3458720.403
 12/07  06:00:00,45316022.84,117021092.3,47509226,171539133.9,47107465.53,267391826.7
 12/07  07:00:00,45316022.84,120638693.3,47509226,185576658.2,47107465.53,269269555.5
 12/07  08:00:00,59221128.18,99065179.07,64189605.26,167603309.9,60799789.82,215503676.3
 12/07  09:00:00,107435883.6,154851317.7,118610599.6,358579649.1,105272079.3,324422347.7
 12/07  10:00:00,107435883.6,142286657.8,118610599.6,342819227.9,105272079.3,261983425.9
 12/07  11:00:00,107435883.6,133285574.5,118610599.6,329884594.1,105272079.3,321770528.5
 12/07  12:00:00,107435883.6,121044885.3,118610599.6,313520651.7,105272079.3,227550925.8
 12/07  13:00:00,107435883.6,58234375.71,118610599.6,162020718.2,105272079.3,157801857.7
 12/07  14:00:00,107435883.6,98188697.09,118610599.6,277958125.1,105272079.3,253259516.1
 12/07  15:00:00,107435883.6,90082454.14,118610599.6,263575538.5,105272079.3,183747791
 12/07  16:00:00,107435883.6,92657801.06,118610599.6,268436632.7,105272079.3,184185746.8
 12/07  17:00:00,116667639.6,99999081.14,127842355.6,277802289.5,114503835.3,252971553.2
 12/07  18:00:00,88104004.36,52235448.88,94576005.67,114345445.2,87607411.28,151596637.5
 12/07  19:00:00,73068762.18,45041062.4,78037239.26,78121562.3,74647423.82,113410087.7
 12/07  20:00:00,73068762.18,70267103.07,78037239.26,116609071.8,74647423.82,184155099.5
 12/07  21:00:00,59192392.51,84762823.97,62773232.63,134428100.6,60877444.67,203357294.9
 12/07  22:00:00,59192392.51,86543772.03,62773232.63,136285977.6,60877444.67,204597570.6
 12/07  23:00:00,45316022.84,86736065.63,47509226,130743071.4,47107465.53,201495177.1
 12/07  24:00:00,38377838.01,91429185.37,39877222.68,136564608.5,40222475.95,209396939.1
 12/08  01:00:00,34633452.83,1671401.512,35327271.32,1854195.722,34580257.57,1765317.536
 12/08  02:00:00,34633452.83,3270849.203,35327271.32,3636442.817,34580257.57,3458629.719
 12/08  03:00:00,34633452.83,1671450.857,35327271.32,1854250.637,34580257.57,1765312.134
 12/08  04:00:00,34633452.83,1671333.144,35327271.32,1854119.607,34580257.57,3458618.702
 12/08  05:00:00,34633452.83,3270726.655,35327271.32,3636306.414,34580257.57,1765312.272
 12/08  06:00:00,45316022.84,109945839.7,47509226,159893333,47107465.53,248806493.6
 12/08  07:00:00,45316022.84,116271824.6,47509226,176299665.3,47107465.53,256530742.1
 12/08  08:00:00,59221128.18,95357111.78,64189605.26,159493431.8,60799789.82,209699137.6
 12/08  09:00:00,107435883.6,140081342.2,118610599.6,318057425.3,105272079.3,293773994.3
 12/08  10:00:00,107435883.6,116347473,118610599.6,278774190.2,105272079.3,217647321.3
 12/08  11:00:00,107435883.6,96964074.07,118610599.6,246816117.9,105272079.3,241053073.8
 12/08  12:00:00,107435883.6,78219092.52,118610599.6,218086601.3,105272079.3,157552535
 12/08  13:00:00,107435883.6,32546540.47,118610599.6,106146762.2,105272079.3,104741145.6
 12/08  14:00:00,107435883.6,63221503.97,118610599.6,193868678.3,105272079.3,174065797.1
 12/08  15:00:00,107435883.6,56113727.41,118610599.6,179752411.4,105272079.3,124251908.9
 12/08  16:00:00,107435883.6,50451791.26,118610599.6,168019568.6,105272079.3,108733292.9
 12/08  17:00:00,116667639.6,48863106.52,127842355.6,162253110.5,114503835.3,142543035.2
 12/08  18:00:00,88104004.36,19108765.54,94576005.67,55224549.53,87607411.28,76382741.84
 12/08  19:00:00,73068762.18,14818485.07,78037239.26,33610727.21,74647423.82,50940049.79
 12/08  20:00:00,73068762.18,27598027.44,78037239.26,54445073.82,74647423.82,89179977.15
 12/08  21:00:00,59192392.51,41066665.51,62773232.63,71647860.76,60877444.67,111803544.7
 12/08  22:00:00,59192392.51,41322370.27,62773232.63,71897445.47,60877444.67,110493743.2
 12/08  23:00:00,45316022.84,43905144.91,47509226,70714306.9,47107465.53,110059308.8
 12/08  24:00:00,38377838.01,47422017.35,39877222.68,74861608.92,40222475.95,115532644.5
 12/09  01:00:00,34633452.83,1671259.202,35327271.32,1854037.002,34580257.57,1765178.649
 12/09  02:00:00,34633452.83,1671377.902,35327271.32,1854168.849,34580257.57,1765101.295
 12/09  03:00:00,34633452.83,3270594.335,35327271.32,3636158.028,34580257.57,3458351.74
 12/09  04:00:00,34633452.83,1671341.606,35327271.32,1854128.366,34580257.57,1765114.925
 12/09  05:00:00,34633452.83,1671274.58,35327271.32,1854053.847,34580257.57,1765153.426
 12/09  06:00:00,45316022.84,39691358.05,47509226,63994013.26,47107465.53,99293986.78
 12/09  07:00:00,45316022.84,40015248.34,47509226,67742368.75,47107465.53,98152715.45
 12/09  08:00:00,59221128.18,25510683.88,64189605.26,55290076.73,60799789.82,69098090.53
 12/09  09:00:00,107435883.6,54353525.27,118610599.6,172088625.1,105272079.3,139073817.3
 12/09  10:00:00,107435883.6,57814696.71,118610599.6,189976640,105272079.3,121286395.6
 12/09  11:00:00,107435883.6,58967416.68,118610599.6,199411405.5,105272079.3,176936002.8
 12/09  12:00:00,107435883.6,62405171.69,118610599.6,214563299.6,105272079.3,133448044.3
 12/09  13:00:00,107435883.6,22341575.53,118610599.6,105495194.6,105272079.3,96225853.11
 12/09  14:00:00,107435883.6,69538390.69,118610599.6,236256457.1,105272079.3,204514579.8
 12/09  15:00:00,107435883.6,80029507.55,118610599.6,258235876.6,105272079.3,167740806.2
 12/09  16:00:00,107435883.6,90407273.07,118610599.6,276755535.4,105272079.3,183176281.6
 12/09  17:00:00,116667639.6,102267998.6,127842355.6,295669131.3,114503835.3,265511713.8
 12/09  18:00:00,88104004.36,50043312.58,94576005.67,116301916.1,87607411.28,155646320.9
 12/09  19:00:00,73068762.18,41954949.27,78037239.26,75477167.7,74647423.82,115511457.5
 12/09  20:00:00,73068762.18,73446224.93,78037239.26,124096232.3,74647423.82,199316793.4
 12/09  21:00:00,59192392.51,93202140.1,62773232.63,149788938,60877444.67,232479079.7
 12/09  22:00:00,59192392.51,100493719.3,62773232.63,159574031.7,60877444.67,245618522.3
 12/09  23:00:00,45316022.84,103618806.6,47509226,156162255.6,47107465.53,249486353.9
 12/09  24:00:00,38377838.01,112508262.1,39877222.68,167004880.8,40222475.95,258099356.8
 12/10  01:00:00,34633452.83,1671350.226,35327271.32,1854139.645,34580257.57,3458812.432
 12/10  02:00:00,34633452.83,1671526.734,35327271.32,1854335.126,34580257.57,1765345.381
 12/10  03:00:00,34633452.83,3270896.792,35327271.32,3636495.81,34580257.57,3458638.376
 12/10  04:00:00,34633452.83,1671367.942,35327271.32,1854158.31,34580257.57,3458658.053
 12/10  05:00:00,34633452.83,3271035.078,35327271.32,3636649.769,34580257.57,1765404.41
 12/10  06:00:00,45316022.84,137665905.4,47509226,198679108.1,47107465.53,312867572.2
 12/10  07:00:00,45316022.84,140182262.2,47509226,210249161.4,47107465.53,308463795.4
 12/10  08:00:00,59221128.18,115316047,64189605.26,188696151.9,60799789.82,247374078.8
 12/10  09:00:00,107435883.6,170308102.6,118610599.6,380775252.7,105272079.3,280154501.1
 12/10  10:00:00,107435883.6,159689383.1,118610599.6,368131594.3,105272079.3,367010329.1
 12/10  11:00:00,107435883.6,146809809.6,118610599.6,353810635.7,105272079.3,326493559.2
 12/10  12:00:00,107435883.6,136322923.1,118610599.6,339665893,105272079.3,280690498.7
 12/10  13:00:00,107435883.6,73189982.07,118610599.6,183563116,105272079.3,189916942
 12/10  14:00:00,107435883.6,118960515.3,118610599.6,313678078.2,105272079.3,278778282.4
 12/10  15:00:00,107435883.6,112354008.1,118610599.6,304802326.2,105272079.3,241890027.5
 12/10  16:00:00,107435883.6,112580727.2,118610599.6,302852939.6,105272079.3,263052574.1
 12/10  17:00:00,116667639.6,113695612.9,127842355.6,302323506.7,114503835.3,236832065.5
 12/10  18:00:00,88104004.36,65435266.42,94576005.67,133298730.4,87607411.28,197925344.1
 12/10  19:00:00,73068762.18,53324847.13,78037239.26,89609627.99,74647423.82,131882725.8
 12/10  20:00:00,73068762.18,81602631.22,78037239.26,131577300.9,74647423.82,203605382.7
 12/10  21:00:00,59192392.51,94945761.03,62773232.63,148536255.5,60877444.67,224047249.2
 12/10  22:00:00,59192392.51,97448493.27,62773232.63,152426479.3,60877444.67,231225281.4
 12/10  23:00:00,45316022.84,103349504.1,47509226,153364647.1,47107465.53,233569303.1
 12/10  24:00:00,38377838.01,107506409.9,39877222.68,158585572.5,40222475.95,242900784
 12/11  01:00:00,34633452.83,1671330.192,35327271.32,1854116.491,34580257.57,1765395.781
 12/11  02:00:00,34633452.83,3270832.902,35327271.32,3636425.053,34580257.57,3458574.896
 12/11  03:00:00,34633452.83,1671509.74,35327271.32,1854316.377,34580257.57,3458511.587
 12/11  04:00:00,34633452.83,3270785.289,35327271.32,3636372.071,34580257.57,1765305.484
 12/11  05:00:00,34633452.83,1671504.685,35327271.32,1854310.779,34580257.57,3458719.466
 12/11  06:00:00,45316022.84,132795118.4,47509226,191247797.6,47107465.53,297302998.5
 12/11  07:00:00,45316022.84,135796240.1,47509226,202872710.4,47107465.53,293417995.5
 12/11  08:00:00,59221128.18,112137450,64189605.26,182375729.2,60799789.82,239150633.9
 12/11  09:00:00,107435883.6,160659854.5,118610599.6,358094063.7,105272079.3,277849871.9
 12/11  10:00:00,107435883.6,151094014.6,118610599.6,349511024.3,105272079.3,310175385.3
 12/11  11:00:00,107435883.6,136369083.3,118610599.6,333100807.8,105272079.3,288300165
 12/11  12:00:00,107435883.6,121602341.7,118610599.6,313898284.1,105272079.3,288150561.7
 12/11  13:00:00,107435883.6,56559602.9,118610599.6,160439084,105272079.3,150080178.4
 12/11  14:00:00,107435883.6,96506833.46,118610599.6,279714503.3,105272079.3,239196745.6
 12/11  15:00:00,107435883.6,88279360.27,118610599.6,267857379.6,105272079.3,248657971.3
 12/11  16:00:00,107435883.6,87948686.66,118610599.6,262446002.6,105272079.3,168075083.7
 12/11  17:00:00,116667639.6,91325518.08,127842355.6,264098621.9,114503835.3,191714074.1
 12/11  18:00:00,88104004.36,51610905.08,94576005.67,114255723,87607411.28,206889269.7
